牌面: QsJs4h
牌面类型: 两同花A
SPR: 5.0
位置,手牌,大桶,Draw,FullEV,DLEv,DLEv偏差%
OOP,7s7d,桶3:中等成牌,None,11.62,16.38,+41.0%
OOP,7s7h,桶3:中等成牌,None,11.85,16.53,+39.5%
OOP,Kc9c,桶6:弱听牌,Gutshot,11.95,12.00,+0.4%
OOP,Kd9d,桶6:弱听牌,Gutshot,11.95,12.00,+0.4%
OOP,9d9c,桶3:中等成牌,None,12.00,19.20,+60.0%
OOP,9h9c,桶3:中等成牌,None,12.16,19.33,+59.0%
OOP,9h9d,桶3:中等成牌,None,12.16,19.33,+59.0%
OOP,Ac4c,桶3:中等成牌,None,12.74,16.60,+30.3%
OOP,Ad4d,桶3:中等成牌,None,12.74,16.60,+30.3%
OOP,8s8c,桶3:中等成牌,None,12.91,19.14,+48.2%
OOP,8s8d,桶3:中等成牌,None,12.91,19.14,+48.2%
OOP,5c4c,桶3:中等成牌,None,13.03,14.50,+11.3%
OOP,5d4d,桶3:中等成牌,None,13.03,14.50,+11.3%
OOP,8s8h,桶3:中等成牌,None,13.13,19.22,+46.4%
OOP,9s9c,桶3:中等成牌,None,14.70,21.19,+44.1%
OOP,9s9d,桶3:中等成牌,None,14.70,21.19,+44.1%
OOP,TdTc,桶3:中等成牌,None,14.82,22.50,+51.8%
OOP,9s9h,桶3:中等成牌,None,14.95,21.39,+43.1%
OOP,ThTc,桶3:中等成牌,None,14.99,22.60,+50.8%
OOP,ThTd,桶3:中等成牌,None,14.99,22.60,+50.8%
OOP,Kh9h,桶6:弱听牌,Gutshot,15.51,14.29,-7.9%
OOP,AcTc,桶6:弱听牌,Gutshot,16.07,16.93,+5.3%
OOP,AdTd,桶6:弱听牌,Gutshot,16.07,16.93,+5.3%
OOP,TsTc,桶3:中等成牌,None,17.71,24.88,+40.5%
OOP,TsTd,桶3:中等成牌,None,17.71,24.88,+40.5%
OOP,TsTh,桶3:中等成牌,None,17.93,24.98,+39.3%
OOP,AcKc,桶5:常规强听牌,OESD,18.01,22.53,+25.1%
OOP,AdKd,桶5:常规强听牌,OESD,18.01,22.53,+25.1%
OOP,AdKc,桶5:常规强听牌,OESD,18.04,22.54,+24.9%
OOP,AcKd,桶5:常规强听牌,OESD,18.04,22.54,+24.9%
OOP,AcKh,桶5:常规强听牌,OESD,18.30,22.60,+23.5%
OOP,AdKh,桶5:常规强听牌,OESD,18.30,22.60,+23.5%
OOP,AhKc,桶5:常规强听牌,OESD,18.36,22.56,+22.9%
OOP,AhKd,桶5:常规强听牌,OESD,18.36,22.56,+22.9%
OOP,AhTh,桶6:弱听牌,Gutshot,20.14,19.20,-4.7%
OOP,JcTc,桶3:中等成牌,None,20.94,28.93,+38.2%
OOP,JdTd,桶3:中等成牌,None,20.94,28.93,+38.2%
OOP,AhKh,桶5:常规强听牌,OESD,22.49,24.67,+9.7%
OOP,AcKs,桶5:常规强听牌,OESD,23.10,27.20,+17.7%
OOP,AdKs,桶5:常规强听牌,OESD,23.10,27.20,+17.7%
OOP,AhKs,桶5:常规强听牌,OESD,23.44,27.33,+16.6%
OOP,KcJc,桶3:中等成牌,None,23.76,31.94,+34.4%
OOP,KdJd,桶3:中等成牌,None,23.76,31.94,+34.4%
OOP,AsKc,桶5:常规强听牌,OESD,24.95,26.43,+5.9%
OOP,AsKd,桶5:常规强听牌,OESD,24.95,26.43,+5.9%
OOP,AsKh,桶5:常规强听牌,OESD,25.27,26.71,+5.7%
OOP,JhTh,桶3:中等成牌,None,25.48,31.02,+21.8%
OOP,AcJc,桶3:中等成牌,None,25.90,34.15,+31.8%
OOP,AdJc,桶3:中等成牌,None,25.90,34.15,+31.8%
OOP,AcJd,桶3:中等成牌,None,25.90,34.15,+31.8%
OOP,AdJd,桶3:中等成牌,None,25.90,34.15,+31.8%
OOP,AcJh,桶3:中等成牌,None,26.26,34.28,+30.5%
OOP,AdJh,桶3:中等成牌,None,26.26,34.28,+30.5%
OOP,AhJc,桶3:中等成牌,None,26.31,34.40,+30.7%
OOP,AhJd,桶3:中等成牌,None,26.31,34.40,+30.7%
OOP,KcTc,桶5:常规强听牌,OESD,26.47,23.19,-12.4%
OOP,KdTd,桶5:常规强听牌,OESD,26.47,23.19,-12.4%
OOP,8s5s,桶5:常规强听牌,FlushDraw,27.55,23.58,-14.4%
OOP,7s5s,桶5:常规强听牌,FlushDraw,28.08,22.85,-18.6%
OOP,8s6s,桶5:常规强听牌,FlushDraw,28.12,23.64,-15.9%
OOP,9s6s,桶5:常规强听牌,FlushDraw,28.37,24.11,-15.0%
OOP,KhJh,桶3:中等成牌,None,28.42,33.81,+19.0%
OOP,8s7s,桶5:常规强听牌,FlushDraw,28.66,23.79,-17.0%
OOP,6s5s,桶5:常规强听牌,FlushDraw,28.82,23.78,-17.5%
OOP,9s7s,桶5:常规强听牌,FlushDraw,28.90,24.08,-16.7%
OOP,7s6s,桶5:常规强听牌,FlushDraw,29.02,23.53,-18.9%
OOP,KhTh,桶5:常规强听牌,OESD,30.22,26.69,-11.7%
OOP,AhJh,桶3:中等成牌,None,31.08,36.24,+16.6%
OOP,AsJc,桶3:中等成牌,None,32.52,37.44,+15.1%
OOP,AsJd,桶3:中等成牌,None,32.52,37.44,+15.1%
OOP,AsJh,桶3:中等成牌,None,32.83,37.59,+14.5%
OOP,QcTc,桶3:中等成牌,None,34.56,38.58,+11.6%
OOP,QdTd,桶3:中等成牌,None,34.56,38.58,+11.6%
OOP,9s8s,桶4:超强听牌,FDPlusSD,37.35,34.18,-8.5%
OOP,QhTh,桶3:中等成牌,None,38.65,40.16,+3.9%
OOP,As8s,桶5:常规强听牌,FlushDraw,39.26,35.73,-9.0%
OOP,As5s,桶5:常规强听牌,FlushDraw,40.00,36.40,-9.0%
OOP,As9s,桶5:常规强听牌,FlushDraw,40.09,36.01,-10.2%
OOP,KcQc,桶2:中等顶对,None,40.09,42.92,+7.1%
OOP,KdQc,桶2:中等顶对,None,40.09,42.92,+7.1%
OOP,KcQd,桶2:中等顶对,None,40.09,42.92,+7.1%
OOP,KdQd,桶2:中等顶对,None,40.09,42.92,+7.1%
OOP,KhQc,桶2:中等顶对,None,40.26,43.02,+6.9%
OOP,KhQd,桶2:中等顶对,None,40.26,43.02,+6.9%
OOP,KcQh,桶2:中等顶对,None,40.50,43.04,+6.3%
OOP,KdQh,桶2:中等顶对,None,40.50,43.04,+6.3%
OOP,5s4s,桶4:超强听牌,FlushDraw,41.86,38.95,-7.0%
OOP,Ks9s,桶4:超强听牌,FDPlusSD,43.67,39.27,-10.1%
OOP,KhQh,桶2:中等顶对,None,43.92,44.38,+1.1%
OOP,KsQc,桶2:中等顶对,None,43.93,45.49,+3.6%
OOP,KsQd,桶2:中等顶对,None,43.93,45.49,+3.6%
OOP,KsQh,桶2:中等顶对,None,44.30,45.60,+2.9%
OOP,AdQc,桶2:中等顶对,None,49.30,47.63,-3.4%
OOP,AcQd,桶2:中等顶对,None,49.30,47.63,-3.4%
OOP,AcQc,桶2:中等顶对,None,49.31,47.63,-3.4%
OOP,AdQd,桶2:中等顶对,None,49.31,47.63,-3.4%
OOP,AhQc,桶2:中等顶对,None,49.57,47.89,-3.4%
OOP,AhQd,桶2:中等顶对,None,49.57,47.89,-3.4%
OOP,AcQh,桶2:中等顶对,None,49.78,47.82,-3.9%
OOP,AdQh,桶2:中等顶对,None,49.78,47.82,-3.9%
OOP,AsTs,桶4:超强听牌,FDPlusSD,51.86,44.05,-15.1%
OOP,As4s,桶4:超强听牌,FlushDraw,51.90,45.14,-13.0%
OOP,AhQh,桶2:中等顶对,None,53.10,49.24,-7.3%
OOP,AsKs,桶4:超强听牌,FDPlusSD,53.53,46.90,-12.4%
OOP,AdAc,桶1:超强成牌,None,54.24,51.16,-5.7%
OOP,AhAc,桶1:超强成牌,None,54.63,51.59,-5.6%
OOP,AhAd,桶1:超强成牌,None,54.63,51.59,-5.6%
OOP,AsQc,桶2:中等顶对,None,54.77,50.50,-7.8%
OOP,AsQd,桶2:中等顶对,None,54.77,50.50,-7.8%
OOP,KdKc,桶1:超强成牌,None,54.82,53.67,-2.1%
OOP,KhKc,桶1:超强成牌,None,55.02,52.70,-4.2%
OOP,KhKd,桶1:超强成牌,None,55.02,52.70,-4.2%
OOP,AsQh,桶2:中等顶对,None,55.24,50.66,-8.3%
OOP,KsTs,桶4:超强听牌,FDPlusSD,57.19,47.19,-17.5%
OOP,KsKc,桶1:超强成牌,None,58.30,52.82,-9.4%
OOP,KsKd,桶1:超强成牌,None,58.30,52.82,-9.4%
OOP,KsKh,桶1:超强成牌,None,58.46,52.44,-10.3%
OOP,AsAc,桶1:超强成牌,None,59.75,52.46,-12.2%
OOP,AsAd,桶1:超强成牌,None,59.75,52.46,-12.2%
OOP,AsAh,桶1:超强成牌,None,60.08,52.78,-12.2%
OOP,QcJc,桶1:超强成牌,None,66.87,57.91,-13.4%
OOP,QdJd,桶1:超强成牌,None,66.87,57.91,-13.4%
OOP,QhJh,桶1:超强成牌,None,69.31,58.64,-15.4%
OOP,JhJc,桶1:超强成牌,None,92.67,73.88,-20.3%
OOP,JhJd,桶1:超强成牌,None,92.67,73.88,-20.3%
OOP,JdJc,桶1:超强成牌,None,92.79,74.28,-19.9%
OOP,QdQc,桶1:超强成牌,None,92.80,77.52,-16.5%
OOP,QhQc,桶1:超强成牌,None,93.01,77.63,-16.5%
OOP,QhQd,桶1:超强成牌,None,93.01,77.63,-16.5%
IP,8c6c,桶7:纯空气,None,2.49,4.11,+65.0%
IP,8d6d,桶7:纯空气,None,2.49,4.11,+65.0%
IP,7c6c,桶7:纯空气,None,2.54,3.32,+30.7%
IP,7d6d,桶7:纯空气,None,2.54,3.32,+30.7%
IP,8c7c,桶7:纯空气,None,2.54,4.47,+75.9%
IP,8d7d,桶7:纯空气,None,2.54,4.47,+75.9%
IP,9c6c,桶7:纯空气,None,2.99,5.20,+73.8%
IP,9d6d,桶7:纯空气,None,2.99,5.20,+73.8%
IP,7c5c,桶7:纯空气,None,3.04,3.89,+28.1%
IP,7d5d,桶7:纯空气,None,3.04,3.89,+28.1%
IP,9c7c,桶7:纯空气,None,3.07,5.60,+82.3%
IP,9d7d,桶7:纯空气,None,3.07,5.60,+82.3%
IP,6c5c,桶7:纯空气,None,3.67,3.80,+3.6%
IP,6d5d,桶7:纯空气,None,3.67,3.80,+3.6%
IP,Tc7c,桶7:纯空气,None,4.17,6.67,+59.9%
IP,Td7d,桶7:纯空气,None,4.17,6.67,+59.9%
IP,8h7h,桶6:弱听牌,None,4.19,5.22,+24.6%
IP,8h6h,桶6:弱听牌,None,4.20,4.95,+17.9%
IP,7h6h,桶6:弱听牌,None,4.33,4.03,-6.9%
IP,Ac6c,桶7:纯空气,None,4.40,7.09,+61.0%
IP,Ad6d,桶7:纯空气,None,4.40,7.09,+61.0%
IP,Ac7c,桶7:纯空气,None,4.43,7.34,+65.7%
IP,Ad7d,桶7:纯空气,None,4.43,7.34,+65.7%
IP,9h6h,桶6:弱听牌,None,4.51,5.95,+32.0%
IP,9h7h,桶6:弱听牌,None,4.55,6.34,+39.3%
IP,5c3c,桶7:纯空气,None,4.71,5.05,+7.2%
IP,5d3d,桶7:纯空气,None,4.71,5.05,+7.2%
IP,7h5h,桶6:弱听牌,None,4.83,4.56,-5.5%
IP,Kc7c,桶7:纯空气,None,4.85,7.17,+47.7%
IP,Kd7d,桶7:纯空气,None,4.85,7.17,+47.7%
IP,Kc6c,桶7:纯空气,None,4.88,6.94,+42.2%
IP,Kd6d,桶7:纯空气,None,4.88,6.94,+42.2%
IP,Ac8c,桶7:纯空气,None,5.08,7.99,+57.3%
IP,Ad8d,桶7:纯空气,None,5.08,7.99,+57.3%
IP,Kc8c,桶7:纯空气,None,5.11,7.40,+44.8%
IP,Kd8d,桶7:纯空气,None,5.11,7.40,+44.8%
IP,6d6c,桶3:中等成牌,None,5.25,6.72,+27.9%
IP,5d5c,桶3:中等成牌,None,5.29,6.12,+15.7%
IP,Ac5c,桶7:纯空气,None,5.34,7.35,+37.6%
IP,Ad5d,桶7:纯空气,None,5.34,7.35,+37.6%
IP,Kc5c,桶7:纯空气,None,5.42,6.99,+29.0%
IP,Kd5d,桶7:纯空气,None,5.42,6.99,+29.0%
IP,6h5h,桶6:弱听牌,None,5.58,4.53,-18.8%
IP,5h5c,桶3:中等成牌,None,5.64,6.37,+13.0%
IP,5h5d,桶3:中等成牌,None,5.64,6.37,+13.0%
IP,Ac2c,桶7:纯空气,None,5.65,7.63,+35.1%
IP,Ad2d,桶7:纯空气,None,5.65,7.63,+35.1%
IP,Ac3c,桶7:纯空气,None,5.67,7.65,+34.8%
IP,Ad3d,桶7:纯空气,None,5.67,7.65,+34.8%
IP,Th7h,桶6:弱听牌,None,5.69,7.32,+28.6%
IP,6h6c,桶3:中等成牌,None,5.73,6.86,+19.7%
IP,6h6d,桶3:中等成牌,None,5.73,6.86,+19.7%
IP,Ac9c,桶7:纯空气,None,5.80,8.58,+47.9%
IP,Ad9d,桶7:纯空气,None,5.80,8.58,+47.9%
IP,2d2c,桶3:中等成牌,None,5.95,7.04,+18.4%
IP,3d3c,桶3:中等成牌,None,5.99,7.06,+17.9%
IP,2h2c,桶3:中等成牌,None,6.05,7.06,+16.7%
IP,2h2d,桶3:中等成牌,None,6.05,7.06,+16.7%
IP,3h3c,桶3:中等成牌,None,6.09,7.08,+16.3%
IP,3h3d,桶3:中等成牌,None,6.09,7.08,+16.3%
IP,5h3h,桶6:弱听牌,None,6.33,5.62,-11.1%
IP,7d7c,桶3:中等成牌,None,6.40,8.51,+33.0%
IP,Ah7h,桶6:弱听牌,None,6.58,8.15,+23.9%
IP,Ah6h,桶6:弱听牌,None,6.64,7.93,+19.4%
IP,Kh7h,桶6:弱听牌,None,6.70,7.90,+17.9%
IP,9c8c,桶6:弱听牌,Gutshot,6.78,7.32,+8.0%
IP,9d8d,桶6:弱听牌,Gutshot,6.78,7.32,+8.0%
IP,7h7c,桶3:中等成牌,None,6.86,8.63,+25.8%
IP,7h7d,桶3:中等成牌,None,6.86,8.63,+25.8%
IP,Kh6h,桶6:弱听牌,None,6.87,7.71,+12.2%
IP,Kh8h,桶6:弱听牌,None,6.92,8.21,+18.7%
IP,5s5c,桶3:中等成牌,None,7.01,8.14,+16.2%
IP,5s5d,桶3:中等成牌,None,7.01,8.14,+16.2%
IP,2s2c,桶3:中等成牌,None,7.14,7.52,+5.3%
IP,2s2d,桶3:中等成牌,None,7.14,7.52,+5.3%
IP,Ah8h,桶6:弱听牌,None,7.17,8.86,+23.6%
IP,3s3c,桶3:中等成牌,None,7.18,7.54,+5.0%
IP,3s3d,桶3:中等成牌,None,7.18,7.54,+5.0%
IP,6s6c,桶3:中等成牌,None,7.19,9.00,+25.2%
IP,6s6d,桶3:中等成牌,None,7.19,9.00,+25.2%
IP,2s2h,桶3:中等成牌,None,7.24,7.54,+4.1%
IP,3s3h,桶3:中等成牌,None,7.28,7.55,+3.8%
IP,Kh5h,桶6:弱听牌,None,7.38,7.74,+4.8%
IP,5s5h,桶3:中等成牌,None,7.60,8.50,+11.8%
IP,Ah5h,桶6:弱听牌,None,7.64,8.12,+6.3%
IP,8d8c,桶3:中等成牌,None,7.70,10.46,+35.9%
IP,6s6h,桶3:中等成牌,None,7.76,9.00,+16.0%
IP,Ah2h,桶6:弱听牌,None,7.79,8.38,+7.6%
IP,Ah3h,桶6:弱听牌,None,7.79,8.39,+7.7%
IP,Ah9h,桶6:弱听牌,None,7.88,9.64,+22.4%
IP,8h8c,桶3:中等成牌,None,8.20,10.65,+29.9%
IP,8h8d,桶3:中等成牌,None,8.20,10.65,+29.9%
IP,9h8h,桶6:弱听牌,Gutshot,8.32,8.08,-2.9%
IP,Ac4c,桶3:中等成牌,None,8.36,10.96,+31.1%
IP,Ad4d,桶3:中等成牌,None,8.36,10.96,+31.1%
IP,7s7c,桶3:中等成牌,None,8.58,10.98,+28.0%
IP,7s7d,桶3:中等成牌,None,8.58,10.98,+28.0%
IP,6c4c,桶3:中等成牌,None,8.91,9.45,+6.1%
IP,6d4d,桶3:中等成牌,None,8.91,9.45,+6.1%
IP,7s7h,桶3:中等成牌,None,8.96,11.07,+23.5%
IP,5c4c,桶3:中等成牌,None,9.37,9.48,+1.2%
IP,5d4d,桶3:中等成牌,None,9.37,9.48,+1.2%
IP,8s8c,桶3:中等成牌,None,9.85,13.75,+39.6%
IP,8s8d,桶3:中等成牌,None,9.85,13.75,+39.6%
IP,Kc9c,桶6:弱听牌,Gutshot,9.92,9.51,-4.1%
IP,Kd9d,桶6:弱听牌,Gutshot,9.92,9.51,-4.1%
IP,9d9c,桶3:中等成牌,None,9.93,13.16,+32.5%
IP,Tc8c,桶6:弱听牌,Gutshot,10.00,8.49,-15.1%
IP,Td8d,桶6:弱听牌,Gutshot,10.00,8.49,-15.1%
IP,8s8h,桶3:中等成牌,None,10.27,13.81,+34.4%
IP,9h9c,桶3:中等成牌,None,10.27,13.14,+27.9%
IP,9h9d,桶3:中等成牌,None,10.27,13.14,+27.9%
IP,AdTc,桶6:弱听牌,Gutshot,11.01,11.51,+4.6%
IP,AcTd,桶6:弱听牌,Gutshot,11.01,11.51,+4.6%
IP,AcTc,桶6:弱听牌,Gutshot,11.13,11.64,+4.5%
IP,AdTd,桶6:弱听牌,Gutshot,11.13,11.64,+4.5%
IP,AcTh,桶6:弱听牌,Gutshot,11.15,11.67,+4.7%
IP,AdTh,桶6:弱听牌,Gutshot,11.15,11.67,+4.7%
IP,AhTc,桶6:弱听牌,Gutshot,11.48,11.50,+0.1%
IP,AhTd,桶6:弱听牌,Gutshot,11.48,11.50,+0.1%
IP,9s9c,桶3:中等成牌,None,12.06,16.39,+35.9%
IP,9s9d,桶3:中等成牌,None,12.06,16.39,+35.9%
IP,9s9h,桶3:中等成牌,None,12.40,16.37,+32.0%
IP,Th8h,桶6:弱听牌,Gutshot,13.09,9.16,-30.0%
IP,Kh9h,桶6:弱听牌,Gutshot,13.45,10.31,-23.3%
IP,AcTs,桶6:弱听牌,Gutshot,13.75,13.13,-4.5%
IP,AdTs,桶6:弱听牌,Gutshot,13.75,13.13,-4.5%
IP,TdTc,桶3:中等成牌,None,13.83,20.37,+47.3%
IP,ThTc,桶3:中等成牌,None,13.84,20.52,+48.2%
IP,ThTd,桶3:中等成牌,None,13.84,20.52,+48.2%
IP,AhTs,桶6:弱听牌,Gutshot,14.15,13.16,-7.0%
IP,AhTh,桶6:弱听牌,Gutshot,15.41,13.51,-12.3%
IP,TsTc,桶3:中等成牌,None,16.36,21.82,+33.4%
IP,TsTd,桶3:中等成牌,None,16.36,21.82,+33.4%
IP,TsTh,桶3:中等成牌,None,16.50,21.96,+33.1%
IP,Jc9c,桶3:中等成牌,None,17.13,22.09,+29.0%
IP,Jd9d,桶3:中等成牌,None,17.13,22.09,+29.0%
IP,AdKc,桶5:常规强听牌,OESD,17.14,16.19,-5.5%
IP,AcKd,桶5:常规强听牌,OESD,17.14,16.19,-5.5%
IP,Jc8c,桶3:中等成牌,None,17.50,21.77,+24.4%
IP,Jd8d,桶3:中等成牌,None,17.50,21.77,+24.4%
IP,AhKc,桶5:常规强听牌,OESD,17.54,16.29,-7.1%
IP,AhKd,桶5:常规强听牌,OESD,17.54,16.29,-7.1%
IP,AcKh,桶5:常规强听牌,OESD,17.54,16.35,-6.8%
IP,AdKh,桶5:常规强听牌,OESD,17.54,16.35,-6.8%
IP,AsTc,桶6:弱听牌,Gutshot,18.19,15.27,-16.0%
IP,AsTd,桶6:弱听牌,Gutshot,18.19,15.27,-16.0%
IP,AsTh,桶6:弱听牌,Gutshot,18.37,15.39,-16.2%
IP,JcTc,桶3:中等成牌,None,18.79,24.38,+29.8%
IP,JdTd,桶3:中等成牌,None,18.79,24.38,+29.8%
IP,KdJc,桶3:中等成牌,None,19.45,26.39,+35.7%
IP,KcJd,桶3:中等成牌,None,19.45,26.39,+35.7%
IP,KcJc,桶3:中等成牌,None,19.48,26.38,+35.4%
IP,KdJd,桶3:中等成牌,None,19.48,26.38,+35.4%
IP,KcJh,桶3:中等成牌,None,19.72,26.43,+34.0%
IP,KdJh,桶3:中等成牌,None,19.72,26.43,+34.0%
IP,KhJc,桶3:中等成牌,None,19.74,26.53,+34.4%
IP,KhJd,桶3:中等成牌,None,19.74,26.53,+34.4%
IP,Tc9c,桶5:常规强听牌,OESD,21.14,14.35,-32.1%
IP,Td9d,桶5:常规强听牌,OESD,21.14,14.35,-32.1%
IP,AcKs,桶5:常规强听牌,OESD,22.19,18.81,-15.2%
IP,AdKs,桶5:常规强听牌,OESD,22.19,18.81,-15.2%
IP,AhKs,桶5:常规强听牌,OESD,22.55,18.95,-16.0%
IP,Jh9h,桶3:中等成牌,None,22.80,23.80,+4.4%
IP,AcJc,桶3:中等成牌,None,22.82,28.35,+24.3%
IP,AdJd,桶3:中等成牌,None,22.82,28.35,+24.3%
IP,AdJc,桶3:中等成牌,None,22.83,28.35,+24.2%
IP,AcJd,桶3:中等成牌,None,22.83,28.35,+24.2%
IP,Jh8h,桶3:中等成牌,None,23.09,23.52,+1.8%
IP,AcJh,桶3:中等成牌,None,23.18,28.39,+22.5%
IP,AdJh,桶3:中等成牌,None,23.18,28.39,+22.5%
IP,AhJc,桶3:中等成牌,None,23.51,28.63,+21.8%
IP,AhJd,桶3:中等成牌,None,23.51,28.63,+21.8%
IP,AsKc,桶5:常规强听牌,OESD,24.51,19.89,-18.8%
IP,AsKd,桶5:常规强听牌,OESD,24.51,19.89,-18.8%
IP,KsJc,桶3:中等成牌,None,24.71,31.11,+25.9%
IP,KsJd,桶3:中等成牌,None,24.71,31.11,+25.9%
IP,Th9h,桶5:常规强听牌,OESD,24.80,16.16,-34.8%
IP,AsKh,桶5:常规强听牌,OESD,24.91,20.08,-19.4%
IP,JhTh,桶3:中等成牌,None,25.02,26.24,+4.9%
IP,KsJh,桶3:中等成牌,None,25.07,30.95,+23.5%
IP,7s6s,桶5:常规强听牌,FlushDraw,25.11,18.48,-26.4%
IP,7s5s,桶5:常规强听牌,FlushDraw,25.62,18.39,-28.2%
IP,8s6s,桶5:常规强听牌,FlushDraw,25.81,18.67,-27.7%
IP,KhJh,桶3:中等成牌,None,25.87,29.87,+15.5%
IP,KcTc,桶5:常规强听牌,OESD,26.01,18.19,-30.1%
IP,KdTd,桶5:常规强听牌,OESD,26.01,18.19,-30.1%
IP,8s7s,桶5:常规强听牌,FlushDraw,26.04,18.77,-27.9%
IP,9s6s,桶5:常规强听牌,FlushDraw,26.90,19.01,-29.3%
IP,9s7s,桶5:常规强听牌,FlushDraw,27.01,18.97,-29.8%
IP,5s3s,桶5:常规强听牌,FlushDraw,27.07,18.53,-31.5%
IP,6s5s,桶5:常规强听牌,FlushDraw,27.08,18.86,-30.4%
IP,Qc9c,桶3:中等成牌,None,27.79,30.52,+9.8%
IP,Qd9d,桶3:中等成牌,None,27.79,30.52,+9.8%
IP,Qc8c,桶3:中等成牌,None,27.93,30.19,+8.1%
IP,Qd8d,桶3:中等成牌,None,27.93,30.19,+8.1%
IP,Ts7s,桶5:常规强听牌,FlushDraw,28.90,19.63,-32.1%
IP,AhJh,桶3:中等成牌,None,29.45,31.52,+7.0%
IP,QcTc,桶3:中等成牌,None,29.96,32.63,+8.9%
IP,QdTd,桶3:中等成牌,None,29.96,32.63,+8.9%
IP,KhTh,桶5:常规强听牌,OESD,30.03,20.00,-33.4%
IP,Ks7s,桶5:常规强听牌,FlushDraw,30.72,21.88,-28.8%
IP,Ks6s,桶5:常规强听牌,FlushDraw,30.79,22.00,-28.6%
IP,AsJc,桶3:中等成牌,None,30.82,33.19,+7.7%
IP,AsJd,桶3:中等成牌,None,30.82,33.19,+7.7%
IP,AsJh,桶3:中等成牌,None,31.17,32.96,+5.8%
IP,Ks8s,桶5:常规强听牌,FlushDraw,32.33,22.84,-29.3%
IP,Ks5s,桶5:常规强听牌,FlushDraw,32.62,22.65,-30.6%
IP,Qh8h,桶3:中等成牌,None,33.00,31.82,-3.6%
IP,Qh9h,桶3:中等成牌,None,33.07,32.07,-3.0%
IP,As6s,桶5:常规强听牌,FlushDraw,34.72,27.90,-19.6%
