牌面: KhKd5c
牌面类型: 对子彩虹
SPR: 5.0
位置,手牌,大桶,Draw,FullEV,DLEv,DLEv偏差%
OOP,AhJs,桶7:纯空气,None,9.47,15.68,+65.6%
OOP,QsTs,桶7:纯空气,None,9.53,9.98,+4.7%
OOP,AhJd,桶7:纯空气,None,9.64,15.99,+65.8%
OOP,AdJh,桶7:纯空气,None,9.64,15.99,+65.8%
OOP,AdJc,桶7:纯空气,None,9.75,16.01,+64.2%
OOP,AhJc,桶7:纯空气,None,9.75,16.01,+64.2%
OOP,AcTc,桶6:弱听牌,None,10.19,15.08,+48.0%
OOP,AdTd,桶6:弱听牌,None,10.28,15.37,+49.5%
OOP,AhTh,桶6:弱听牌,None,10.28,15.37,+49.5%
OOP,5s4s,桶3:中等成牌,None,10.32,18.14,+75.8%
OOP,JdTd,桶6:弱听牌,None,10.54,11.38,+8.0%
OOP,JhTh,桶6:弱听牌,None,10.54,11.38,+8.0%
OOP,JcTc,桶6:弱听牌,None,10.66,11.69,+9.6%
OOP,QsJs,桶7:纯空气,None,10.79,10.62,-1.6%
OOP,AsQs,桶7:纯空气,None,10.81,19.44,+79.8%
OOP,AsQc,桶7:纯空气,None,10.91,19.45,+78.3%
OOP,AsQd,桶7:纯空气,None,10.92,19.49,+78.4%
OOP,AsQh,桶7:纯空气,None,10.92,19.49,+78.4%
OOP,6s5s,桶3:中等成牌,None,11.03,19.53,+77.1%
OOP,AcQs,桶7:纯空气,None,11.40,19.29,+69.2%
OOP,7s5s,桶3:中等成牌,None,11.42,20.13,+76.3%
OOP,QcTc,桶6:弱听牌,None,11.47,11.94,+4.1%
OOP,AcQd,桶7:纯空气,None,11.52,19.48,+69.1%
OOP,AcQh,桶7:纯空气,None,11.52,19.48,+69.1%
OOP,QdTd,桶6:弱听牌,None,11.55,11.85,+2.6%
OOP,QhTh,桶6:弱听牌,None,11.55,11.85,+2.6%
OOP,8s5s,桶3:中等成牌,None,11.63,20.47,+76.0%
OOP,AdQs,桶7:纯空气,None,11.72,19.87,+69.5%
OOP,AhQs,桶7:纯空气,None,11.72,19.87,+69.5%
OOP,AdQc,桶7:纯空气,None,11.83,20.08,+69.7%
OOP,AhQc,桶7:纯空气,None,11.83,20.08,+69.7%
OOP,AhQd,桶7:纯空气,None,11.85,20.12,+69.8%
OOP,AdQh,桶7:纯空气,None,11.85,20.12,+69.8%
OOP,AcJc,桶6:弱听牌,None,11.86,17.33,+46.2%
OOP,5d4d,桶3:中等成牌,None,11.97,19.07,+59.3%
OOP,5h4h,桶3:中等成牌,None,11.97,19.07,+59.3%
OOP,AdJd,桶6:弱听牌,None,12.16,17.79,+46.3%
OOP,AhJh,桶6:弱听牌,None,12.16,17.79,+46.3%
OOP,6d5d,桶3:中等成牌,None,12.66,20.38,+61.0%
OOP,6h5h,桶3:中等成牌,None,12.66,20.38,+61.0%
OOP,QcJc,桶6:弱听牌,None,13.10,12.84,-2.0%
OOP,7d5d,桶3:中等成牌,None,13.13,20.96,+59.7%
OOP,7h5h,桶3:中等成牌,None,13.13,20.96,+59.7%
OOP,As5s,桶3:中等成牌,None,13.21,23.02,+74.3%
OOP,QdJd,桶6:弱听牌,None,13.51,13.07,-3.3%
OOP,QhJh,桶6:弱听牌,None,13.51,13.07,-3.3%
OOP,8d5d,桶3:中等成牌,None,13.57,21.39,+57.6%
OOP,8h5h,桶3:中等成牌,None,13.57,21.39,+57.6%
OOP,6h6d,桶3:中等成牌,None,14.11,21.40,+51.7%
OOP,AcQc,桶6:弱听牌,None,14.24,21.49,+50.9%
OOP,6s6d,桶3:中等成牌,None,14.56,21.74,+49.3%
OOP,6s6h,桶3:中等成牌,None,14.56,21.74,+49.3%
OOP,AdQd,桶6:弱听牌,None,14.62,22.16,+51.5%
OOP,AhQh,桶6:弱听牌,None,14.62,22.16,+51.5%
OOP,6d6c,桶3:中等成牌,None,14.64,21.97,+50.0%
OOP,6h6c,桶3:中等成牌,None,14.64,21.97,+50.0%
OOP,6s6c,桶3:中等成牌,None,15.20,22.40,+47.4%
OOP,7h7d,桶3:中等成牌,None,16.76,24.42,+45.7%
OOP,Ad5d,桶3:中等成牌,None,17.15,25.44,+48.4%
OOP,Ah5h,桶3:中等成牌,None,17.15,25.44,+48.4%
OOP,7s7d,桶3:中等成牌,None,17.20,24.80,+44.2%
OOP,7s7h,桶3:中等成牌,None,17.20,24.80,+44.2%
OOP,7d7c,桶3:中等成牌,None,17.28,24.99,+44.6%
OOP,7h7c,桶3:中等成牌,None,17.28,24.99,+44.6%
OOP,7s7c,桶3:中等成牌,None,17.84,25.45,+42.7%
OOP,8h8d,桶3:中等成牌,None,19.89,27.37,+37.6%
OOP,8d8c,桶3:中等成牌,None,20.31,27.76,+36.7%
OOP,8h8c,桶3:中等成牌,None,20.31,27.76,+36.7%
OOP,8s8d,桶3:中等成牌,None,20.39,27.77,+36.2%
OOP,8s8h,桶3:中等成牌,None,20.39,27.77,+36.2%
OOP,8s8c,桶3:中等成牌,None,20.96,28.17,+34.4%
OOP,9h9d,桶3:中等成牌,None,23.77,30.58,+28.7%
OOP,9d9c,桶3:中等成牌,None,24.17,30.90,+27.8%
OOP,9h9c,桶3:中等成牌,None,24.17,30.90,+27.8%
OOP,9s9d,桶3:中等成牌,None,24.28,30.98,+27.6%
OOP,9s9h,桶3:中等成牌,None,24.28,30.98,+27.6%
OOP,9s9c,桶3:中等成牌,None,24.75,31.32,+26.6%
OOP,ThTd,桶3:中等成牌,None,28.30,34.11,+20.5%
OOP,TdTc,桶3:中等成牌,None,28.72,34.39,+19.8%
OOP,ThTc,桶3:中等成牌,None,28.72,34.39,+19.8%
OOP,TsTd,桶3:中等成牌,None,28.90,34.39,+19.0%
OOP,TsTh,桶3:中等成牌,None,28.90,34.39,+19.0%
OOP,TsTc,桶3:中等成牌,None,29.36,34.68,+18.1%
OOP,JdJc,桶3:中等成牌,None,36.35,39.58,+8.9%
OOP,JhJc,桶3:中等成牌,None,36.35,39.58,+8.9%
OOP,JsJc,桶3:中等成牌,None,36.43,39.73,+9.0%
OOP,JhJd,桶3:中等成牌,None,36.66,39.65,+8.2%
OOP,JsJd,桶3:中等成牌,None,36.68,39.80,+8.5%
OOP,JsJh,桶3:中等成牌,None,36.68,39.80,+8.5%
OOP,QdQc,桶3:中等成牌,None,43.10,45.02,+4.5%
OOP,QhQc,桶3:中等成牌,None,43.10,45.02,+4.5%
OOP,QsQc,桶3:中等成牌,None,43.13,45.30,+5.0%
OOP,QhQd,桶3:中等成牌,None,43.21,45.03,+4.2%
OOP,QsQd,桶3:中等成牌,None,43.21,45.31,+4.9%
OOP,QsQh,桶3:中等成牌,None,43.21,45.31,+4.9%
OOP,AsAc,桶1:超强成牌,None,47.99,48.46,+1.0%
OOP,AdAc,桶1:超强成牌,None,48.37,48.44,+0.2%
OOP,AhAc,桶1:超强成牌,None,48.37,48.44,+0.2%
OOP,AsAd,桶1:超强成牌,None,48.83,48.62,-0.4%
OOP,AsAh,桶1:超强成牌,None,48.83,48.62,-0.4%
OOP,AhAd,桶1:超强成牌,None,49.25,48.73,-1.1%
OOP,Ks9s,桶1:超强成牌,None,80.30,63.57,-20.8%
OOP,Kc9c,桶1:超强成牌,None,80.68,63.46,-21.3%
OOP,KsTs,桶1:超强成牌,None,81.46,63.54,-22.0%
OOP,KcTc,桶1:超强成牌,None,81.85,63.46,-22.5%
OOP,KsJs,桶1:超强成牌,None,84.46,64.76,-23.3%
OOP,KcJc,桶1:超强成牌,None,84.80,64.51,-23.9%
OOP,KcQd,桶1:超强成牌,None,87.19,66.57,-23.6%
OOP,KcQh,桶1:超强成牌,None,87.19,66.57,-23.6%
OOP,KcQs,桶1:超强成牌,None,87.20,67.04,-23.1%
OOP,KsQs,桶1:超强成牌,None,87.76,68.01,-22.5%
OOP,KsQc,桶1:超强成牌,None,87.78,67.61,-23.0%
OOP,KsQd,桶1:超强成牌,None,87.79,67.53,-23.1%
OOP,KsQh,桶1:超强成牌,None,87.79,67.53,-23.1%
OOP,KcQc,桶1:超强成牌,None,88.36,67.01,-24.2%
OOP,AdKc,桶1:超强成牌,None,93.10,72.32,-22.3%
OOP,AhKc,桶1:超强成牌,None,93.10,72.32,-22.3%
OOP,AsKc,桶1:超强成牌,None,93.59,72.91,-22.1%
OOP,AcKs,桶1:超强成牌,None,93.59,73.49,-21.5%
OOP,AdKs,桶1:超强成牌,None,93.59,73.29,-21.7%
OOP,AhKs,桶1:超强成牌,None,93.59,73.29,-21.7%
OOP,AcKc,桶1:超强成牌,None,94.22,72.91,-22.6%
OOP,AsKs,桶1:超强成牌,None,94.41,74.13,-21.5%
OOP,KsKc,桶1:超强成牌,None,117.05,78.46,-33.0%
IP,9s6s,桶7:纯空气,None,3.80,4.24,+11.7%
IP,8s6s,桶7:纯空气,None,3.94,3.83,-2.7%
IP,As6s,桶7:纯空气,None,3.94,6.93,+75.8%
IP,9s7s,桶7:纯空气,None,4.19,4.56,+8.9%
IP,Ts7s,桶7:纯空气,None,4.24,5.27,+24.2%
IP,As7s,桶7:纯空气,None,4.28,7.13,+66.7%
IP,8s7s,桶7:纯空气,None,4.31,4.10,-4.9%
IP,Ts8s,桶7:纯空气,None,4.33,5.19,+19.9%
IP,9s8s,桶7:纯空气,None,4.34,4.83,+11.3%
IP,Js8s,桶7:纯空气,None,4.45,5.30,+19.1%
IP,6s4s,桶7:纯空气,None,4.49,3.54,-21.3%
IP,As8s,桶7:纯空气,None,4.63,7.40,+59.9%
IP,As4s,桶7:纯空气,None,4.77,6.97,+46.2%
IP,7s6s,桶7:纯空气,None,4.81,4.12,-14.4%
IP,As2s,桶7:纯空气,None,4.90,6.94,+41.6%
IP,As3s,桶7:纯空气,None,4.92,6.94,+41.1%
IP,Ts9s,桶7:纯空气,None,5.24,5.40,+3.0%
IP,As9s,桶7:纯空气,None,5.33,7.95,+49.2%
IP,Js9s,桶7:纯空气,None,5.35,5.49,+2.7%
IP,Qs8s,桶7:纯空气,None,5.45,5.85,+7.4%
IP,9d6d,桶6:弱听牌,None,5.55,5.25,-5.4%
IP,9h6h,桶6:弱听牌,None,5.55,5.25,-5.4%
IP,9c6c,桶6:弱听牌,None,5.59,5.24,-6.3%
IP,8c6c,桶6:弱听牌,None,5.74,4.89,-14.8%
IP,8d6d,桶6:弱听牌,None,5.83,4.99,-14.3%
IP,8h6h,桶6:弱听牌,None,5.83,4.99,-14.3%
IP,Tc7c,桶6:弱听牌,None,5.89,6.03,+2.3%
IP,Tc8c,桶6:弱听牌,None,5.98,5.96,-0.3%
IP,9c7c,桶6:弱听牌,None,6.01,5.52,-8.2%
IP,9d7d,桶6:弱听牌,None,6.02,5.53,-8.1%
IP,9h7h,桶6:弱听牌,None,6.02,5.53,-8.1%
IP,9d8d,桶6:弱听牌,None,6.08,5.69,-6.4%
IP,9h8h,桶6:弱听牌,None,6.08,5.69,-6.4%
IP,Td7d,桶6:弱听牌,None,6.09,6.03,-1.0%
IP,Th7h,桶6:弱听牌,None,6.09,6.03,-1.0%
IP,8c7c,桶6:弱听牌,None,6.11,5.11,-16.3%
IP,Td8d,桶6:弱听牌,None,6.11,5.96,-2.4%
IP,Th8h,桶6:弱听牌,None,6.11,5.96,-2.4%
IP,AsTd,桶7:纯空气,None,6.12,8.65,+41.4%
IP,AsTh,桶7:纯空气,None,6.12,8.65,+41.4%
IP,9c8c,桶6:弱听牌,None,6.13,5.69,-7.2%
IP,Jc8c,桶6:弱听牌,None,6.19,6.09,-1.6%
IP,AsTs,桶7:纯空气,None,6.22,8.80,+41.5%
IP,AsTc,桶7:纯空气,None,6.23,8.75,+40.5%
IP,8d7d,桶6:弱听牌,None,6.24,5.20,-16.6%
IP,8h7h,桶6:弱听牌,None,6.24,5.20,-16.6%
IP,Jd8d,桶6:弱听牌,None,6.28,6.09,-3.0%
IP,Jh8h,桶6:弱听牌,None,6.28,6.09,-3.0%
IP,Ac6c,桶6:弱听牌,None,6.33,7.59,+19.9%
IP,6c4c,桶6:弱听牌,None,6.39,4.54,-28.9%
IP,6d4d,桶6:弱听牌,None,6.39,4.59,-28.1%
IP,6h4h,桶6:弱听牌,None,6.39,4.59,-28.1%
IP,Ad6d,桶6:弱听牌,None,6.48,7.61,+17.4%
IP,Ah6h,桶6:弱听牌,None,6.48,7.61,+17.4%
IP,Qs9s,桶7:纯空气,None,6.56,6.07,-7.5%
IP,AcTs,桶7:纯空气,None,6.57,8.74,+33.0%
IP,JsTs,桶7:纯空气,None,6.61,6.09,-7.9%
IP,AcTd,桶7:纯空气,None,6.64,8.65,+30.2%
IP,AcTh,桶7:纯空气,None,6.64,8.65,+30.2%
IP,Ac7c,桶6:弱听牌,None,6.67,7.70,+15.4%
IP,AdTs,桶7:纯空气,None,6.67,8.90,+33.4%
IP,AhTs,桶7:纯空气,None,6.67,8.90,+33.4%
IP,AhTd,桶7:纯空气,None,6.73,8.72,+29.6%
IP,AdTh,桶7:纯空气,None,6.73,8.72,+29.6%
IP,7d6d,桶6:弱听牌,None,6.75,5.25,-22.2%
IP,7h6h,桶6:弱听牌,None,6.75,5.25,-22.2%
IP,7c6c,桶6:弱听牌,None,6.83,5.17,-24.3%
IP,AdTc,桶7:纯空气,None,6.88,8.87,+29.0%
IP,AhTc,桶7:纯空气,None,6.88,8.87,+29.0%
IP,Ad7d,桶6:弱听牌,None,6.91,7.83,+13.3%
IP,Ah7h,桶6:弱听牌,None,6.91,7.83,+13.3%
IP,Ac8c,桶6:弱听牌,None,6.99,8.10,+15.9%
IP,Tc9c,桶6:弱听牌,None,7.11,6.28,-11.6%
IP,Td9d,桶6:弱听牌,None,7.12,6.26,-12.1%
IP,Th9h,桶6:弱听牌,None,7.12,6.26,-12.1%
IP,Ad8d,桶6:弱听牌,None,7.13,8.42,+18.1%
IP,Ah8h,桶6:弱听牌,None,7.13,8.42,+18.1%
IP,Ac2c,桶6:弱听牌,None,7.15,7.30,+2.1%
IP,Ac3c,桶6:弱听牌,None,7.19,7.31,+1.6%
IP,Ac4c,桶6:弱听牌,None,7.21,7.31,+1.4%
IP,Jd9d,桶6:弱听牌,None,7.26,6.35,-12.5%
IP,Jh9h,桶6:弱听牌,None,7.26,6.35,-12.5%
IP,AsJd,桶7:纯空气,None,7.28,10.79,+48.3%
IP,AsJh,桶7:纯空气,None,7.28,10.79,+48.3%
IP,AsJs,桶7:纯空气,None,7.36,10.96,+48.9%
IP,Jc9c,桶6:弱听牌,None,7.41,6.38,-13.9%
IP,AsJc,桶7:纯空气,None,7.48,10.99,+47.0%
IP,5s4s,桶3:中等成牌,None,7.50,12.60,+68.0%
IP,Qc8c,桶6:弱听牌,None,7.50,6.67,-11.0%
IP,5s3s,桶3:中等成牌,None,7.55,12.75,+68.9%
IP,Ad2d,桶6:弱听牌,None,7.62,7.46,-2.2%
IP,Ah2h,桶6:弱听牌,None,7.62,7.46,-2.2%
IP,Ad3d,桶6:弱听牌,None,7.66,7.46,-2.6%
IP,Ah3h,桶6:弱听牌,None,7.66,7.46,-2.6%
IP,Ad4d,桶6:弱听牌,None,7.66,7.48,-2.4%
IP,Ah4h,桶6:弱听牌,None,7.66,7.48,-2.4%
IP,AcJs,桶7:纯空气,None,7.66,10.94,+42.8%
IP,AcJd,桶7:纯空气,None,7.73,10.78,+39.5%
IP,AcJh,桶7:纯空气,None,7.73,10.78,+39.5%
IP,Qd8d,桶6:弱听牌,None,7.74,6.68,-13.7%
IP,Qh8h,桶6:弱听牌,None,7.74,6.68,-13.7%
IP,AdJs,桶7:纯空气,None,7.74,11.05,+42.8%
IP,AhJs,桶7:纯空气,None,7.74,11.05,+42.8%
IP,AhJd,桶7:纯空气,None,7.82,10.89,+39.3%
IP,AdJh,桶7:纯空气,None,7.82,10.89,+39.3%
IP,Ac9c,桶6:弱听牌,None,7.93,9.42,+18.8%
IP,Ad9d,桶6:弱听牌,None,7.94,9.47,+19.3%
IP,Ah9h,桶6:弱听牌,None,7.94,9.47,+19.3%
IP,AdJc,桶7:纯空气,None,7.94,11.09,+39.7%
IP,AhJc,桶7:纯空气,None,7.94,11.09,+39.7%
IP,6s5s,桶3:中等成牌,None,7.99,13.84,+73.3%
IP,QsTs,桶7:纯空气,None,8.00,6.98,-12.7%
IP,4s4d,桶3:中等成牌,None,8.01,8.09,+1.0%
IP,4s4h,桶3:中等成牌,None,8.01,8.09,+1.0%
IP,2h2d,桶3:中等成牌,None,8.03,7.87,-1.9%
IP,4s4c,桶3:中等成牌,None,8.03,8.02,-0.1%
IP,2d2c,桶3:中等成牌,None,8.04,7.87,-2.1%
IP,2h2c,桶3:中等成牌,None,8.04,7.87,-2.1%
IP,2s2c,桶3:中等成牌,None,8.05,7.87,-2.2%
IP,2s2d,桶3:中等成牌,None,8.05,7.87,-2.2%
IP,2s2h,桶3:中等成牌,None,8.05,7.87,-2.2%
IP,3h3d,桶3:中等成牌,None,8.09,7.97,-1.5%
IP,3d3c,桶3:中等成牌,None,8.10,7.97,-1.6%
IP,3h3c,桶3:中等成牌,None,8.10,7.97,-1.6%
IP,3s3d,桶3:中等成牌,None,8.10,7.97,-1.6%
IP,3s3h,桶3:中等成牌,None,8.10,7.97,-1.6%
IP,3s3c,桶3:中等成牌,None,8.11,7.97,-1.7%
IP,4d4c,桶3:中等成牌,None,8.12,8.02,-1.2%
IP,4h4c,桶3:中等成牌,None,8.12,8.02,-1.2%
IP,4h4d,桶3:中等成牌,None,8.14,8.09,-0.6%
IP,7s5s,桶3:中等成牌,None,8.38,14.64,+74.7%
IP,QsJs,桶7:纯空气,None,8.59,7.31,-14.9%
IP,Qc9c,桶6:弱听牌,None,8.73,7.14,-18.3%
IP,Qd9d,桶6:弱听牌,None,8.79,7.15,-18.7%
IP,Qh9h,桶6:弱听牌,None,8.79,7.15,-18.7%
IP,JdTd,桶6:弱听牌,None,9.02,6.95,-22.9%
IP,JhTh,桶6:弱听牌,None,9.02,6.95,-22.9%
IP,JcTc,桶6:弱听牌,None,9.08,7.23,-20.4%
IP,5d4d,桶3:中等成牌,None,9.55,15.01,+57.1%
IP,5h4h,桶3:中等成牌,None,9.55,15.01,+57.1%
IP,AdTd,桶6:弱听牌,None,9.66,11.21,+16.1%
IP,AhTh,桶6:弱听牌,None,9.66,11.21,+16.1%
IP,AcTc,桶6:弱听牌,None,9.67,11.10,+14.8%
IP,5d3d,桶3:中等成牌,None,9.75,15.16,+55.5%
IP,5h3h,桶3:中等成牌,None,9.75,15.16,+55.5%
IP,6d5d,桶3:中等成牌,None,10.18,16.23,+59.4%
IP,6h5h,桶3:中等成牌,None,10.18,16.23,+59.4%
IP,AsQs,桶7:纯空气,None,10.58,16.88,+59.6%
IP,AsQc,桶7:纯空气,None,10.72,16.93,+57.9%
IP,AcQs,桶7:纯空气,None,10.72,16.85,+57.2%
IP,7d5d,桶3:中等成牌,None,10.75,17.05,+58.6%
IP,7h5h,桶3:中等成牌,None,10.75,17.05,+58.6%
IP,AsQd,桶7:纯空气,None,10.75,16.98,+58.0%
IP,AsQh,桶7:纯空气,None,10.75,16.98,+58.0%
IP,AdQs,桶7:纯空气,None,10.87,16.99,+56.3%
IP,AhQs,桶7:纯空气,None,10.87,16.99,+56.3%
IP,AcQd,桶7:纯空气,None,10.90,16.95,+55.5%
IP,AcQh,桶7:纯空气,None,10.90,16.95,+55.5%
IP,QcTc,桶6:弱听牌,None,10.94,9.16,-16.2%
IP,AcJc,桶6:弱听牌,None,10.98,13.35,+21.6%
IP,AdQc,桶7:纯空气,None,10.99,17.04,+55.0%
IP,AhQc,桶7:纯空气,None,10.99,17.04,+55.0%
IP,AhQd,桶7:纯空气,None,11.02,17.09,+55.1%
IP,AdQh,桶7:纯空气,None,11.02,17.09,+55.1%
IP,AdJd,桶6:弱听牌,None,11.03,13.50,+22.4%
IP,AhJh,桶6:弱听牌,None,11.03,13.50,+22.4%
IP,QdTd,桶6:弱听牌,None,11.19,9.26,-17.3%
IP,QhTh,桶6:弱听牌,None,11.19,9.26,-17.3%
IP,As5s,桶3:中等成牌,None,11.61,20.69,+78.2%
IP,QcJc,桶6:弱听牌,None,11.67,9.49,-18.7%
IP,QdJd,桶6:弱听牌,None,12.12,9.56,-21.1%
IP,QhJh,桶6:弱听牌,None,12.12,9.56,-21.1%
IP,6h6d,桶3:中等成牌,None,13.09,18.35,+40.1%
IP,6s6d,桶3:中等成牌,None,13.14,18.32,+39.4%
IP,6s6h,桶3:中等成牌,None,13.14,18.32,+39.4%
IP,6d6c,桶3:中等成牌,None,13.44,18.64,+38.7%
IP,6h6c,桶3:中等成牌,None,13.44,18.64,+38.7%
IP,6s6c,桶3:中等成牌,None,13.47,18.62,+38.2%
IP,AcQc,桶6:弱听牌,None,14.40,19.11,+32.7%
IP,AdQd,桶6:弱听牌,None,14.76,19.63,+33.0%
IP,AhQh,桶6:弱听牌,None,14.76,19.63,+33.0%
IP,Ad5d,桶3:中等成牌,None,15.93,23.46,+47.2%
IP,Ah5h,桶3:中等成牌,None,15.93,23.46,+47.2%
IP,7s7d,桶3:中等成牌,None,16.53,22.86,+38.3%
IP,7s7h,桶3:中等成牌,None,16.53,22.86,+38.3%
IP,7h7d,桶3:中等成牌,None,16.55,22.88,+38.3%
IP,7d7c,桶3:中等成牌,None,16.85,23.13,+37.3%
IP,7h7c,桶3:中等成牌,None,16.85,23.13,+37.3%
IP,7s7c,桶3:中等成牌,None,16.88,23.11,+36.9%
IP,8s8d,桶3:中等成牌,None,20.62,27.20,+31.9%
IP,8s8h,桶3:中等成牌,None,20.62,27.20,+31.9%
IP,8h8d,桶3:中等成牌,None,20.79,27.17,+30.7%
IP,8s8c,桶3:中等成牌,None,20.80,27.43,+31.9%
IP,8d8c,桶3:中等成牌,None,20.89,27.40,+31.2%
IP,8h8c,桶3:中等成牌,None,20.89,27.40,+31.2%
IP,9h9d,桶3:中等成牌,None,25.83,32.00,+23.9%
IP,9d9c,桶3:中等成牌,None,26.28,32.38,+23.2%
IP,9h9c,桶3:中等成牌,None,26.28,32.38,+23.2%
IP,9s9d,桶3:中等成牌,None,26.39,32.57,+23.4%
IP,9s9h,桶3:中等成牌,None,26.39,32.57,+23.4%
IP,9s9c,桶3:中等成牌,None,27.03,32.95,+21.9%
IP,ThTd,桶3:中等成牌,None,31.98,37.24,+16.4%
IP,TdTc,桶3:中等成牌,None,32.62,37.65,+15.4%
IP,ThTc,桶3:中等成牌,None,32.62,37.65,+15.4%
IP,TsTd,桶3:中等成牌,None,32.78,37.69,+15.0%
IP,TsTh,桶3:中等成牌,None,32.78,37.69,+15.0%
IP,TsTc,桶3:中等成牌,None,33.52,38.09,+13.6%
IP,JhJd,桶3:中等成牌,None,38.05,41.20,+8.3%
IP,JdJc,桶3:中等成牌,None,38.91,41.83,+7.5%
IP,JhJc,桶3:中等成牌,None,38.91,41.83,+7.5%
IP,JsJd,桶3:中等成牌,None,39.16,41.87,+6.9%
IP,JsJh,桶3:中等成牌,None,39.16,41.87,+6.9%
IP,JsJc,桶3:中等成牌,None,40.12,42.55,+6.1%
IP,QhQd,桶3:中等成牌,None,50.29,51.52,+2.4%
IP,QdQc,桶3:中等成牌,None,50.32,51.49,+2.3%
IP,QhQc,桶3:中等成牌,None,50.32,51.49,+2.3%
IP,QsQd,桶3:中等成牌,None,50.61,51.50,+1.8%
IP,QsQh,桶3:中等成牌,None,50.61,51.50,+1.8%
IP,QsQc,桶3:中等成牌,None,50.66,51.47,+1.6%
IP,Ks7s,桶1:超强成牌,None,92.87,73.99,-20.3%
IP,Ks6s,桶1:超强成牌,None,92.93,74.13,-20.2%
IP,Ks8s,桶1:超强成牌,None,93.21,74.19,-20.4%
IP,Ks9s,桶1:超强成牌,None,94.24,74.63,-20.8%
IP,Kc7c,桶1:超强成牌,None,94.42,74.49,-21.1%
IP,Kc6c,桶1:超强成牌,None,94.44,74.59,-21.0%
IP,Kc8c,桶1:超强成牌,None,94.90,74.70,-21.3%
IP,KsTs,桶1:超强成牌,None,95.51,75.18,-21.3%
IP,KsJd,桶1:超强成牌,None,95.68,75.39,-21.2%
IP,KsJh,桶1:超强成牌,None,95.68,75.39,-21.2%
IP,Kc9c,桶1:超强成牌,None,95.93,75.18,-21.6%
IP,KcJd,桶1:超强成牌,None,95.99,75.51,-21.3%
IP,KcJh,桶1:超强成牌,None,95.99,75.51,-21.3%
IP,KsJs,桶1:超强成牌,None,96.03,75.45,-21.4%
IP,KsJc,桶1:超强成牌,None,96.29,75.77,-21.3%
