牌面: 8h8s8d
牌面类型: 三条面
SPR: 5.0
位置,手牌,大桶,Draw,FullEV,DLEv,DLEv偏差%
OOP,KsQs,桶6:弱听牌,None,14.55,13.67,-6.1%
OOP,KcJc,桶7:纯空气,None,14.57,11.43,-21.6%
OOP,QdJd,桶6:弱听牌,None,14.69,13.79,-6.1%
OOP,QhJh,桶6:弱听牌,None,14.69,13.79,-6.1%
OOP,QsJs,桶6:弱听牌,None,14.69,13.79,-6.1%
OOP,AdTd,桶6:弱听牌,None,14.87,22.00,+48.0%
OOP,AhTh,桶6:弱听牌,None,14.87,22.00,+48.0%
OOP,AsTs,桶6:弱听牌,None,14.87,22.00,+48.0%
OOP,KcQc,桶7:纯空气,None,15.02,12.85,-14.4%
OOP,Ac9c,桶7:纯空气,None,15.04,20.25,+34.6%
OOP,QcJc,桶7:纯空气,None,15.32,12.70,-17.1%
OOP,AcTc,桶7:纯空气,None,15.61,21.87,+40.1%
OOP,AhJd,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AsJd,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AdJh,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AsJh,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AdJs,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AhJs,桶7:纯空气,None,16.04,23.85,+48.7%
OOP,AdJc,桶7:纯空气,None,16.52,24.27,+46.9%
OOP,AhJc,桶7:纯空气,None,16.52,24.27,+46.9%
OOP,AsJc,桶7:纯空气,None,16.52,24.27,+46.9%
OOP,AdJd,桶6:弱听牌,None,16.63,24.54,+47.6%
OOP,AhJh,桶6:弱听牌,None,16.63,24.54,+47.6%
OOP,AsJs,桶6:弱听牌,None,16.63,24.54,+47.6%
OOP,AcJd,桶7:纯空气,None,16.96,24.15,+42.4%
OOP,AcJh,桶7:纯空气,None,16.96,24.15,+42.4%
OOP,AcJs,桶7:纯空气,None,16.96,24.15,+42.4%
OOP,AcJc,桶7:纯空气,None,17.45,24.61,+41.0%
OOP,AhQd,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AsQd,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AdQh,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AsQh,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AdQs,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AhQs,桶7:纯空气,None,19.56,28.23,+44.3%
OOP,AdQd,桶6:弱听牌,None,20.13,28.80,+43.1%
OOP,AhQh,桶6:弱听牌,None,20.13,28.80,+43.1%
OOP,AsQs,桶6:弱听牌,None,20.13,28.80,+43.1%
OOP,AdQc,桶7:纯空气,None,20.14,28.73,+42.7%
OOP,AhQc,桶7:纯空气,None,20.14,28.73,+42.7%
OOP,AsQc,桶7:纯空气,None,20.14,28.73,+42.7%
OOP,AcQd,桶7:纯空气,None,20.50,28.55,+39.3%
OOP,AcQh,桶7:纯空气,None,20.50,28.55,+39.3%
OOP,AcQs,桶7:纯空气,None,20.50,28.55,+39.3%
OOP,AcQc,桶7:纯空气,None,21.10,29.23,+38.5%
OOP,AhKd,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AsKd,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AdKh,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AsKh,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AdKs,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AhKs,桶7:纯空气,None,25.85,32.64,+26.3%
OOP,AdKd,桶6:弱听牌,None,26.17,32.83,+25.5%
OOP,AhKh,桶6:弱听牌,None,26.17,32.83,+25.5%
OOP,AsKs,桶6:弱听牌,None,26.17,32.83,+25.5%
OOP,AcKd,桶7:纯空气,None,26.26,33.08,+26.0%
OOP,AcKh,桶7:纯空气,None,26.26,33.08,+26.0%
OOP,AcKs,桶7:纯空气,None,26.26,33.08,+26.0%
OOP,AdKc,桶7:纯空气,None,26.58,33.27,+25.2%
OOP,AhKc,桶7:纯空气,None,26.58,33.27,+25.2%
OOP,AsKc,桶7:纯空气,None,26.58,33.27,+25.2%
OOP,AcKc,桶7:纯空气,None,27.03,33.79,+25.0%
OOP,6h6d,桶3:中等成牌,None,31.02,35.12,+13.2%
OOP,6s6d,桶3:中等成牌,None,31.02,35.12,+13.2%
OOP,6s6h,桶3:中等成牌,None,31.02,35.12,+13.2%
OOP,6d6c,桶3:中等成牌,None,31.51,35.68,+13.2%
OOP,6h6c,桶3:中等成牌,None,31.51,35.68,+13.2%
OOP,6s6c,桶3:中等成牌,None,31.51,35.68,+13.2%
OOP,7h7d,桶3:中等成牌,None,38.81,38.32,-1.3%
OOP,7s7d,桶3:中等成牌,None,38.81,38.32,-1.3%
OOP,7s7h,桶3:中等成牌,None,38.81,38.32,-1.3%
OOP,7d7c,桶3:中等成牌,None,39.57,38.80,-1.9%
OOP,7h7c,桶3:中等成牌,None,39.57,38.80,-1.9%
OOP,7s7c,桶3:中等成牌,None,39.57,38.80,-1.9%
OOP,9h9d,桶3:中等成牌,None,54.41,44.53,-18.2%
OOP,9s9d,桶3:中等成牌,None,54.41,44.53,-18.2%
OOP,9s9h,桶3:中等成牌,None,54.41,44.53,-18.2%
OOP,9d9c,桶3:中等成牌,None,55.15,45.08,-18.3%
OOP,9h9c,桶3:中等成牌,None,55.15,45.08,-18.3%
OOP,9s9c,桶3:中等成牌,None,55.15,45.08,-18.3%
OOP,ThTd,桶3:中等成牌,None,65.29,49.33,-24.4%
OOP,TsTd,桶3:中等成牌,None,65.29,49.33,-24.4%
OOP,TsTh,桶3:中等成牌,None,65.29,49.33,-24.4%
OOP,TdTc,桶3:中等成牌,None,66.55,49.95,-24.9%
OOP,ThTc,桶3:中等成牌,None,66.55,49.95,-24.9%
OOP,TsTc,桶3:中等成牌,None,66.55,49.95,-24.9%
OOP,JhJd,桶3:中等成牌,None,78.90,55.15,-30.1%
OOP,JsJd,桶3:中等成牌,None,78.90,55.15,-30.1%
OOP,JsJh,桶3:中等成牌,None,78.90,55.15,-30.1%
OOP,JdJc,桶3:中等成牌,None,80.20,55.87,-30.3%
OOP,JhJc,桶3:中等成牌,None,80.20,55.87,-30.3%
OOP,JsJc,桶3:中等成牌,None,80.20,55.87,-30.3%
OOP,QhQd,桶3:中等成牌,None,93.96,63.60,-32.3%
OOP,QsQd,桶3:中等成牌,None,93.96,63.60,-32.3%
OOP,QsQh,桶3:中等成牌,None,93.96,63.60,-32.3%
OOP,QdQc,桶3:中等成牌,None,95.48,65.35,-31.6%
OOP,QhQc,桶3:中等成牌,None,95.48,65.35,-31.6%
OOP,QsQc,桶3:中等成牌,None,95.48,65.35,-31.6%
OOP,KhKd,桶1:超强成牌,None,104.23,72.19,-30.7%
OOP,KsKd,桶1:超强成牌,None,104.23,72.19,-30.7%
OOP,KsKh,桶1:超强成牌,None,104.23,72.19,-30.7%
OOP,KdKc,桶1:超强成牌,None,105.49,73.29,-30.5%
OOP,KhKc,桶1:超强成牌,None,105.49,73.29,-30.5%
OOP,KsKc,桶1:超强成牌,None,105.49,73.29,-30.5%
OOP,AdAc,桶1:超强成牌,None,115.78,76.38,-34.0%
OOP,AhAc,桶1:超强成牌,None,115.78,76.38,-34.0%
OOP,AsAc,桶1:超强成牌,None,115.78,76.38,-34.0%
OOP,AhAd,桶1:超强成牌,None,115.87,74.52,-35.7%
OOP,AsAd,桶1:超强成牌,None,115.87,74.52,-35.7%
OOP,AsAh,桶1:超强成牌,None,115.87,74.52,-35.7%
OOP,Ac8c,桶1:超强成牌,None,135.62,91.80,-32.3%
OOP,9c8c,桶1:超强成牌,None,137.45,94.52,-31.2%
OOP,8c7c,桶1:超强成牌,None,138.31,96.58,-30.2%
OOP,8c6c,桶1:超强成牌,None,139.29,96.73,-30.6%
OOP,8c5c,桶1:超强成牌,None,140.26,96.79,-31.0%
IP,5c3c,桶7:纯空气,None,0.11,3.37,+2965.3%
IP,5d3d,桶6:弱听牌,None,0.11,3.75,+3304.9%
IP,5h3h,桶6:弱听牌,None,0.11,3.75,+3304.9%
IP,5s3s,桶6:弱听牌,None,0.11,3.75,+3304.9%
IP,5c4c,桶7:纯空气,None,0.11,3.53,+3108.2%
IP,5d4d,桶6:弱听牌,None,0.11,3.90,+3445.4%
IP,5h4h,桶6:弱听牌,None,0.11,3.90,+3445.4%
IP,5s4s,桶6:弱听牌,None,0.11,3.90,+3445.4%
IP,6c4c,桶7:纯空气,None,0.12,3.52,+2835.9%
IP,6d4d,桶6:弱听牌,None,0.12,3.95,+3194.9%
IP,6h4h,桶6:弱听牌,None,0.12,3.95,+3194.9%
IP,6s4s,桶6:弱听牌,None,0.12,3.95,+3194.9%
IP,6d5d,桶6:弱听牌,None,0.12,3.94,+3185.7%
IP,6h5h,桶6:弱听牌,None,0.12,3.94,+3185.7%
IP,6s5s,桶6:弱听牌,None,0.12,3.94,+3185.7%
IP,9c7c,桶7:纯空气,None,0.12,4.54,+3681.5%
IP,6c5c,桶7:纯空气,None,0.13,3.48,+2579.2%
IP,7c5c,桶7:纯空气,None,0.13,3.75,+2787.5%
IP,Kc5c,桶7:纯空气,None,0.13,5.30,+3976.3%
IP,7d5d,桶6:弱听牌,None,0.13,4.19,+3124.8%
IP,7h5h,桶6:弱听牌,None,0.13,4.19,+3124.8%
IP,7s5s,桶6:弱听牌,None,0.13,4.19,+3124.8%
IP,Kd5d,桶6:弱听牌,None,0.14,5.46,+3796.8%
IP,Kh5h,桶6:弱听牌,None,0.14,5.46,+3796.8%
IP,Ks5s,桶6:弱听牌,None,0.14,5.46,+3796.8%
IP,7d6d,桶6:弱听牌,None,0.16,4.47,+2691.4%
IP,9d6d,桶6:弱听牌,None,0.16,4.81,+2908.6%
IP,Kd6d,桶6:弱听牌,None,0.16,5.70,+3465.3%
IP,7h6h,桶6:弱听牌,None,0.16,4.47,+2691.4%
IP,9h6h,桶6:弱听牌,None,0.16,4.81,+2908.6%
IP,Kh6h,桶6:弱听牌,None,0.16,5.70,+3465.3%
IP,7s6s,桶6:弱听牌,None,0.16,4.47,+2691.4%
IP,9s6s,桶6:弱听牌,None,0.16,4.81,+2908.6%
IP,Ks6s,桶6:弱听牌,None,0.16,5.70,+3465.3%
IP,Qc9c,桶7:纯空气,None,0.16,5.11,+3091.0%
IP,7c6c,桶7:纯空气,None,0.17,3.99,+2247.9%
IP,9c6c,桶7:纯空气,None,0.17,4.36,+2462.8%
IP,Kc7c,桶7:纯空气,None,0.17,5.53,+3155.3%
IP,9d7d,桶6:弱听牌,None,0.17,5.02,+2850.7%
IP,9h7h,桶6:弱听牌,None,0.17,5.02,+2850.7%
IP,9s7s,桶6:弱听牌,None,0.17,5.02,+2850.7%
IP,Tc9c,桶7:纯空气,None,0.17,4.97,+2824.5%
IP,Ad5d,桶6:弱听牌,None,0.18,11.48,+6279.5%
IP,Ah5h,桶6:弱听牌,None,0.18,11.48,+6279.5%
IP,As5s,桶6:弱听牌,None,0.18,11.48,+6279.5%
IP,Kc6c,桶7:纯空气,None,0.18,5.48,+2942.8%
IP,Tc7c,桶7:纯空气,None,0.18,4.82,+2578.4%
IP,Td7d,桶6:弱听牌,None,0.18,5.28,+2833.2%
IP,Kd7d,桶6:弱听牌,None,0.18,5.80,+3121.7%
IP,Th7h,桶6:弱听牌,None,0.18,5.28,+2833.2%
IP,Kh7h,桶6:弱听牌,None,0.18,5.80,+3121.7%
IP,Ts7s,桶6:弱听牌,None,0.18,5.28,+2833.2%
IP,Ks7s,桶6:弱听牌,None,0.18,5.80,+3121.7%
IP,Jc9c,桶7:纯空气,None,0.18,5.13,+2750.6%
IP,Td9d,桶6:弱听牌,None,0.18,5.55,+2980.7%
IP,Jd9d,桶6:弱听牌,None,0.18,5.57,+2994.1%
IP,Th9h,桶6:弱听牌,None,0.18,5.55,+2980.7%
IP,Jh9h,桶6:弱听牌,None,0.18,5.57,+2994.1%
IP,Ts9s,桶6:弱听牌,None,0.18,5.55,+2980.7%
IP,Js9s,桶6:弱听牌,None,0.18,5.57,+2994.1%
IP,JcTc,桶7:纯空气,None,0.18,5.39,+2892.8%
IP,QdTd,桶6:弱听牌,None,0.18,6.24,+3365.0%
IP,QhTh,桶6:弱听牌,None,0.18,6.24,+3365.0%
IP,QsTs,桶6:弱听牌,None,0.18,6.24,+3365.0%
IP,Ad2d,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,Ah2h,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,As2s,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,Ad3d,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,Ah3h,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,As3s,桶6:弱听牌,None,0.19,11.96,+6193.0%
IP,Ac4c,桶7:纯空气,None,0.19,11.08,+5731.9%
IP,Ad4d,桶6:弱听牌,None,0.19,11.78,+6100.6%
IP,Ah4h,桶6:弱听牌,None,0.19,11.78,+6100.6%
IP,As4s,桶6:弱听牌,None,0.19,11.78,+6100.6%
IP,Qd9d,桶6:弱听牌,None,0.19,5.58,+2839.3%
IP,Qh9h,桶6:弱听牌,None,0.19,5.58,+2839.3%
IP,Qs9s,桶6:弱听牌,None,0.19,5.58,+2839.3%
IP,QcTc,桶7:纯空气,None,0.19,5.34,+2709.8%
IP,Ac5c,桶7:纯空气,None,0.20,10.87,+5332.6%
IP,Ad6d,桶6:弱听牌,None,0.20,12.11,+5956.9%
IP,Ah6h,桶6:弱听牌,None,0.20,12.11,+5956.9%
IP,As6s,桶6:弱听牌,None,0.20,12.11,+5956.9%
IP,KhJd,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,KsJd,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,KdJh,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,KsJh,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,KdJs,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,KhJs,桶7:纯空气,None,0.20,6.35,+3075.1%
IP,Ac2c,桶7:纯空气,None,0.22,11.27,+5022.1%
IP,Ac3c,桶7:纯空气,None,0.22,11.27,+5022.1%
IP,KcJd,桶7:纯空气,None,0.22,6.54,+2870.8%
IP,KcJh,桶7:纯空气,None,0.22,6.54,+2870.8%
IP,KcJs,桶7:纯空气,None,0.22,6.54,+2870.8%
IP,2d2c,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,2h2c,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,2s2c,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,2h2d,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,2s2d,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,2s2h,桶3:中等成牌,None,0.24,19.96,+8215.7%
IP,JdTd,桶6:弱听牌,None,0.27,6.35,+2252.9%
IP,JhTh,桶6:弱听牌,None,0.27,6.35,+2252.9%
IP,JsTs,桶6:弱听牌,None,0.27,6.35,+2252.9%
IP,QcJc,桶7:纯空气,None,0.29,5.50,+1797.0%
IP,KdJc,桶7:纯空气,None,0.29,6.43,+2116.3%
IP,KhJc,桶7:纯空气,None,0.29,6.43,+2116.3%
IP,KsJc,桶7:纯空气,None,0.29,6.43,+2116.3%
IP,KhQd,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,KsQd,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,KdQh,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,KsQh,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,KdQs,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,KhQs,桶7:纯空气,None,0.29,7.36,+2436.3%
IP,Ac6c,桶7:纯空气,None,0.31,11.52,+3617.2%
IP,4h4d,桶3:中等成牌,None,0.35,19.79,+5555.2%
IP,4s4d,桶3:中等成牌,None,0.35,19.79,+5555.2%
IP,4s4h,桶3:中等成牌,None,0.35,19.79,+5555.2%
IP,4d4c,桶3:中等成牌,None,0.36,19.80,+5399.0%
IP,4h4c,桶3:中等成牌,None,0.36,19.80,+5399.0%
IP,4s4c,桶3:中等成牌,None,0.36,19.80,+5399.0%
IP,KdQc,桶7:纯空气,None,0.36,7.39,+1952.8%
IP,KhQc,桶7:纯空气,None,0.36,7.39,+1952.8%
IP,KsQc,桶7:纯空气,None,0.36,7.39,+1952.8%
IP,QdJd,桶6:弱听牌,None,0.40,6.48,+1519.3%
IP,QhJh,桶6:弱听牌,None,0.40,6.48,+1519.3%
IP,QsJs,桶6:弱听牌,None,0.40,6.48,+1519.3%
IP,KcQd,桶7:纯空气,None,0.41,7.69,+1776.0%
IP,KcQh,桶7:纯空气,None,0.41,7.69,+1776.0%
IP,KcQs,桶7:纯空气,None,0.41,7.69,+1776.0%
IP,Ad7d,桶6:弱听牌,None,0.43,12.75,+2864.4%
IP,Ah7h,桶6:弱听牌,None,0.43,12.75,+2864.4%
IP,As7s,桶6:弱听牌,None,0.43,12.75,+2864.4%
IP,KcTc,桶7:纯空气,None,0.51,6.19,+1114.0%
IP,KcQc,桶7:纯空气,None,0.51,7.71,+1411.4%
IP,KcJc,桶7:纯空气,None,0.55,6.65,+1109.1%
IP,3h3d,桶3:中等成牌,None,0.58,20.11,+3367.7%
IP,3s3d,桶3:中等成牌,None,0.58,20.11,+3367.7%
IP,3s3h,桶3:中等成牌,None,0.58,20.11,+3367.7%
IP,3d3c,桶3:中等成牌,None,0.59,20.11,+3308.9%
IP,3h3c,桶3:中等成牌,None,0.59,20.11,+3308.9%
IP,3s3c,桶3:中等成牌,None,0.59,20.11,+3308.9%
IP,Kc9c,桶7:纯空气,None,0.76,5.74,+655.6%
IP,Kd9d,桶6:弱听牌,None,0.89,6.07,+581.9%
IP,Kh9h,桶6:弱听牌,None,0.89,6.07,+581.9%
IP,Ks9s,桶6:弱听牌,None,0.89,6.07,+581.9%
IP,KdTd,桶6:弱听牌,None,1.14,7.05,+518.1%
IP,KhTh,桶6:弱听牌,None,1.14,7.05,+518.1%
IP,KsTs,桶6:弱听牌,None,1.14,7.05,+518.1%
IP,AhTd,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,AsTd,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,AdTh,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,AsTh,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,AdTs,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,AhTs,桶7:纯空气,None,1.15,14.32,+1145.2%
IP,Ac7c,桶7:纯空气,None,1.22,12.22,+901.9%
IP,KdQd,桶6:弱听牌,None,1.32,8.60,+551.2%
IP,KhQh,桶6:弱听牌,None,1.32,8.60,+551.2%
IP,KsQs,桶6:弱听牌,None,1.32,8.60,+551.2%
IP,KdJd,桶6:弱听牌,None,1.36,7.46,+448.8%
IP,KhJh,桶6:弱听牌,None,1.36,7.46,+448.8%
IP,KsJs,桶6:弱听牌,None,1.36,7.46,+448.8%
IP,AdTc,桶7:纯空气,None,1.38,14.46,+947.5%
IP,AhTc,桶7:纯空气,None,1.38,14.46,+947.5%
IP,AsTc,桶7:纯空气,None,1.38,14.46,+947.5%
IP,5h5d,桶3:中等成牌,None,1.62,19.88,+1127.1%
IP,5s5d,桶3:中等成牌,None,1.62,19.88,+1127.1%
IP,5s5h,桶3:中等成牌,None,1.62,19.88,+1127.1%
IP,AcTd,桶7:纯空气,None,1.78,14.69,+725.2%
IP,AcTh,桶7:纯空气,None,1.78,14.69,+725.2%
IP,AcTs,桶7:纯空气,None,1.78,14.69,+725.2%
IP,AcTc,桶7:纯空气,None,2.21,14.90,+574.0%
IP,5d5c,桶3:中等成牌,None,2.23,20.02,+797.8%
IP,5h5c,桶3:中等成牌,None,2.23,20.02,+797.8%
IP,5s5c,桶3:中等成牌,None,2.23,20.02,+797.8%
IP,Ad9d,桶6:弱听牌,None,2.39,13.84,+479.0%
IP,Ah9h,桶6:弱听牌,None,2.39,13.84,+479.0%
IP,As9s,桶6:弱听牌,None,2.39,13.84,+479.0%
IP,AdTd,桶6:弱听牌,None,2.71,15.40,+468.2%
IP,AhTh,桶6:弱听牌,None,2.71,15.40,+468.2%
IP,AsTs,桶6:弱听牌,None,2.71,15.40,+468.2%
IP,Ac9c,桶7:纯空气,None,2.80,13.46,+380.9%
IP,AhJd,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AsJd,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AdJh,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AsJh,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AdJs,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AhJs,桶7:纯空气,None,4.07,16.99,+317.4%
IP,AdJc,桶7:纯空气,None,4.21,17.22,+309.0%
IP,AhJc,桶7:纯空气,None,4.21,17.22,+309.0%
IP,AsJc,桶7:纯空气,None,4.21,17.22,+309.0%
IP,AcJd,桶7:纯空气,None,4.62,17.22,+272.8%
IP,AcJh,桶7:纯空气,None,4.62,17.22,+272.8%
IP,AcJs,桶7:纯空气,None,4.62,17.22,+272.8%
IP,AcJc,桶7:纯空气,None,4.79,17.62,+267.8%
IP,AdJd,桶6:弱听牌,None,5.30,17.89,+237.5%
IP,AhJh,桶6:弱听牌,None,5.30,17.89,+237.5%
IP,AsJs,桶6:弱听牌,None,5.30,17.89,+237.5%
IP,6h6d,桶3:中等成牌,None,8.82,22.54,+155.6%
IP,6s6d,桶3:中等成牌,None,8.82,22.54,+155.6%
IP,6s6h,桶3:中等成牌,None,8.82,22.54,+155.6%
IP,AhQd,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AsQd,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AdQh,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AsQh,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AdQs,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AhQs,桶7:纯空气,None,8.92,22.22,+149.1%
IP,AdQc,桶7:纯空气,None,9.10,22.00,+141.7%
IP,AhQc,桶7:纯空气,None,9.10,22.00,+141.7%
IP,AsQc,桶7:纯空气,None,9.10,22.00,+141.7%
IP,AcQd,桶7:纯空气,None,9.57,22.19,+131.9%
IP,AcQh,桶7:纯空气,None,9.57,22.19,+131.9%
IP,AcQs,桶7:纯空气,None,9.57,22.19,+131.9%
IP,AcQc,桶7:纯空气,None,9.74,22.20,+127.9%
IP,6d6c,桶3:中等成牌,None,9.77,22.74,+132.7%
IP,6h6c,桶3:中等成牌,None,9.77,22.74,+132.7%
IP,6s6c,桶3:中等成牌,None,9.77,22.74,+132.7%
IP,AdQd,桶6:弱听牌,None,9.99,23.31,+133.3%
IP,AhQh,桶6:弱听牌,None,9.99,23.31,+133.3%
IP,AsQs,桶6:弱听牌,None,9.99,23.31,+133.3%
IP,7h7d,桶3:中等成牌,None,21.69,26.71,+23.2%
IP,7s7d,桶3:中等成牌,None,21.69,26.71,+23.2%
