牌面: AsJs9s
牌面类型: 单调面A
SPR: 5.0
位置,手牌,大桶,Draw,FullEV,DLEv,DLEv偏差%
IP,Ah8h,桶3:中等成牌,None,17.61,24.37,+38.4%
IP,6s6c,桶4:超强听牌,FlushDraw,18.14,17.34,-4.4%
IP,6s6d,桶4:超强听牌,FlushDraw,18.14,17.34,-4.4%
IP,6s6h,桶4:超强听牌,FlushDraw,18.14,17.34,-4.4%
IP,QcTc,桶5:常规强听牌,OESD,18.65,13.41,-28.1%
IP,QdTd,桶5:常规强听牌,OESD,18.65,13.41,-28.1%
IP,QhTh,桶5:常规强听牌,OESD,18.65,13.41,-28.1%
IP,AdTc,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AhTc,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AcTd,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AhTd,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AcTh,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AdTh,桶3:中等成牌,None,19.32,27.48,+42.2%
IP,AcTc,桶3:中等成牌,None,19.36,27.46,+41.8%
IP,AdTd,桶3:中等成牌,None,19.36,27.46,+41.8%
IP,AhTh,桶3:中等成牌,None,19.36,27.46,+41.8%
IP,7s7c,桶4:超强听牌,FlushDraw,20.95,19.85,-5.3%
IP,7s7d,桶4:超强听牌,FlushDraw,20.95,19.85,-5.3%
IP,7s7h,桶4:超强听牌,FlushDraw,20.95,19.85,-5.3%
IP,AcQc,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AdQc,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AhQc,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AcQd,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AdQd,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AhQd,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AcQh,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AdQh,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,AhQh,桶2:中等顶对,None,21.65,30.05,+38.8%
IP,8s8c,桶4:超强听牌,FlushDraw,25.04,22.71,-9.3%
IP,8s8d,桶4:超强听牌,FlushDraw,25.04,22.71,-9.3%
IP,8s8h,桶4:超强听牌,FlushDraw,25.04,22.71,-9.3%
IP,AdKc,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,AhKc,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,AcKd,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,AhKd,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,AcKh,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,AdKh,桶2:中等顶对,None,26.07,33.70,+29.3%
IP,TsTc,桶4:超强听牌,FlushDraw,32.66,28.24,-13.5%
IP,TsTd,桶4:超强听牌,FlushDraw,32.66,28.24,-13.5%
IP,TsTh,桶4:超强听牌,FlushDraw,32.66,28.24,-13.5%
IP,Jc9c,桶1:超强成牌,None,36.75,34.90,-5.0%
IP,Jd9d,桶1:超强成牌,None,36.75,34.90,-5.0%
IP,Jh9h,桶1:超强成牌,None,36.75,34.90,-5.0%
IP,KcQs,桶4:超强听牌,FDPlusSD,38.69,29.21,-24.5%
IP,KdQs,桶4:超强听牌,FDPlusSD,38.69,29.21,-24.5%
IP,KhQs,桶4:超强听牌,FDPlusSD,38.69,29.21,-24.5%
IP,Ac9c,桶1:超强成牌,None,39.13,39.29,+0.4%
IP,Ad9d,桶1:超强成牌,None,39.13,39.29,+0.4%
IP,Ah9h,桶1:超强成牌,None,39.13,39.29,+0.4%
IP,QsQc,桶4:超强听牌,FlushDraw,41.50,35.01,-15.6%
IP,QsQd,桶4:超强听牌,FlushDraw,41.50,35.01,-15.6%
IP,QsQh,桶4:超强听牌,FlushDraw,41.50,35.01,-15.6%
IP,AcTs,桶4:超强听牌,FlushDraw,42.90,43.61,+1.6%
IP,AdTs,桶4:超强听牌,FlushDraw,42.90,43.61,+1.6%
IP,AhTs,桶4:超强听牌,FlushDraw,42.90,43.61,+1.6%
IP,AcJc,桶1:超强成牌,None,46.73,44.78,-4.2%
IP,AdJd,桶1:超强成牌,None,46.73,44.78,-4.2%
IP,AhJh,桶1:超强成牌,None,46.73,44.78,-4.2%
IP,AdJc,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,AhJc,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,AcJd,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,AhJd,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,AcJh,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,AdJh,桶1:超强成牌,None,46.74,44.78,-4.2%
IP,KsQc,桶4:超强听牌,FDPlusSD,48.64,35.45,-27.1%
IP,KsQd,桶4:超强听牌,FDPlusSD,48.64,35.45,-27.1%
IP,KsQh,桶4:超强听牌,FDPlusSD,48.64,35.45,-27.1%
IP,AcQs,桶4:超强听牌,FlushDraw,50.13,47.52,-5.2%
IP,AdQs,桶4:超强听牌,FlushDraw,50.13,47.52,-5.2%
