牌面: KhKc5c
牌面类型: 对子两同花
SPR: 5.0
位置,手牌,大桶,Draw,FullEV,DLEv,DLEv偏差%
OOP,AhQs,桶7:纯空气,None,10.87,16.30,+50.0%
OOP,AhJh,桶6:弱听牌,None,11.01,15.67,+42.3%
OOP,AhJc,桶6:弱听牌,None,11.14,16.16,+45.0%
OOP,7d5d,桶3:中等成牌,None,11.15,17.71,+58.9%
OOP,7s5s,桶3:中等成牌,None,11.15,17.71,+58.9%
OOP,8d5d,桶3:中等成牌,None,11.40,18.04,+58.2%
OOP,8s5s,桶3:中等成牌,None,11.40,18.04,+58.2%
OOP,5h4h,桶3:中等成牌,None,11.80,16.81,+42.5%
OOP,QhJh,桶6:弱听牌,None,11.87,12.31,+3.7%
OOP,6h5h,桶3:中等成牌,None,12.34,17.96,+45.5%
OOP,Ad5d,桶3:中等成牌,None,12.54,20.15,+60.7%
OOP,As5s,桶3:中等成牌,None,12.54,20.15,+60.7%
OOP,7h5h,桶3:中等成牌,None,12.68,18.64,+47.0%
OOP,AdQc,桶6:弱听牌,None,12.68,18.89,+48.9%
OOP,AsQc,桶6:弱听牌,None,12.68,18.89,+48.9%
OOP,AcJd,桶6:弱听牌,None,12.72,17.37,+36.6%
OOP,AcJs,桶6:弱听牌,None,12.72,17.37,+36.6%
OOP,AcJh,桶6:弱听牌,None,12.90,17.45,+35.2%
OOP,8h5h,桶3:中等成牌,None,13.05,19.07,+46.1%
OOP,AhQh,桶6:弱听牌,None,13.28,17.84,+34.3%
OOP,AhQc,桶6:弱听牌,None,13.38,19.36,+44.7%
OOP,6h6d,桶3:中等成牌,None,13.99,18.86,+34.8%
OOP,6s6h,桶3:中等成牌,None,13.99,18.86,+34.8%
OOP,6s6d,桶3:中等成牌,None,14.44,19.17,+32.8%
OOP,AcQd,桶6:弱听牌,None,14.71,20.21,+37.4%
OOP,AcQs,桶6:弱听牌,None,14.71,20.21,+37.4%
OOP,AcQh,桶6:弱听牌,None,14.85,20.25,+36.4%
OOP,6h6c,桶3:中等成牌,None,15.31,20.59,+34.5%
OOP,6d6c,桶3:中等成牌,None,15.64,20.93,+33.8%
OOP,6s6c,桶3:中等成牌,None,15.64,20.93,+33.8%
OOP,7h7d,桶3:中等成牌,None,16.07,22.04,+37.2%
OOP,7s7h,桶3:中等成牌,None,16.07,22.04,+37.2%
OOP,Ah5h,桶3:中等成牌,None,16.31,21.76,+33.4%
OOP,7s7d,桶3:中等成牌,None,16.58,22.36,+34.9%
OOP,7h7c,桶3:中等成牌,None,17.40,23.61,+35.7%
OOP,7d7c,桶3:中等成牌,None,17.77,24.01,+35.1%
OOP,7s7c,桶3:中等成牌,None,17.77,24.01,+35.1%
OOP,8h8d,桶3:中等成牌,None,18.66,24.93,+33.6%
OOP,8s8h,桶3:中等成牌,None,18.66,24.93,+33.6%
OOP,8s8d,桶3:中等成牌,None,19.21,25.29,+31.7%
OOP,8h8c,桶3:中等成牌,None,20.16,26.47,+31.3%
OOP,8d8c,桶3:中等成牌,None,20.53,26.86,+30.8%
OOP,8s8c,桶3:中等成牌,None,20.53,26.86,+30.8%
OOP,8c6c,桶5:常规强听牌,FlushDraw,20.82,20.58,-1.2%
OOP,9c6c,桶5:常规强听牌,FlushDraw,20.88,20.33,-2.6%
OOP,7c6c,桶5:常规强听牌,FlushDraw,21.16,21.26,+0.5%
OOP,8c7c,桶5:常规强听牌,FlushDraw,21.52,21.08,-2.0%
OOP,9c7c,桶5:常规强听牌,FlushDraw,21.56,20.87,-3.2%
OOP,9h9d,桶3:中等成牌,None,21.91,27.99,+27.8%
OOP,9s9h,桶3:中等成牌,None,21.91,27.99,+27.8%
OOP,9c8c,桶5:常规强听牌,FlushDraw,22.27,21.54,-3.3%
OOP,9s9d,桶3:中等成牌,None,22.43,28.40,+26.6%
OOP,9h9c,桶3:中等成牌,None,23.42,29.51,+26.0%
OOP,9d9c,桶3:中等成牌,None,23.74,29.90,+25.9%
OOP,9s9c,桶3:中等成牌,None,23.74,29.90,+25.9%
OOP,ThTd,桶3:中等成牌,None,25.84,31.31,+21.2%
OOP,TsTh,桶3:中等成牌,None,25.84,31.31,+21.2%
OOP,TsTd,桶3:中等成牌,None,26.35,31.68,+20.2%
OOP,JcTc,桶5:常规强听牌,FlushDraw,26.36,24.29,-7.9%
OOP,ThTc,桶3:中等成牌,None,27.19,32.62,+20.0%
OOP,TdTc,桶3:中等成牌,None,27.53,32.97,+19.8%
OOP,TsTc,桶3:中等成牌,None,27.53,32.97,+19.8%
OOP,QcTc,桶5:常规强听牌,FlushDraw,28.40,26.29,-7.4%
OOP,Ac8c,桶5:常规强听牌,FlushDraw,29.01,27.48,-5.3%
OOP,Ac9c,桶5:常规强听牌,FlushDraw,29.50,27.91,-5.4%
OOP,Ac4c,桶5:常规强听牌,FlushDraw,29.81,27.47,-7.9%
OOP,AcTc,桶5:常规强听牌,FlushDraw,30.45,28.93,-5.0%
OOP,QcJc,桶5:常规强听牌,FlushDraw,30.55,27.43,-10.2%
OOP,JhJd,桶3:中等成牌,None,31.82,35.81,+12.5%
OOP,JsJh,桶3:中等成牌,None,31.82,35.81,+12.5%
OOP,JsJd,桶3:中等成牌,None,31.99,35.76,+11.8%
OOP,AcJc,桶5:常规强听牌,FlushDraw,32.85,31.70,-3.5%
OOP,JdJc,桶3:中等成牌,None,33.75,37.47,+11.0%
OOP,JsJc,桶3:中等成牌,None,33.75,37.47,+11.0%
OOP,JhJc,桶3:中等成牌,None,33.77,37.53,+11.1%
OOP,AcQc,桶5:常规强听牌,FlushDraw,34.85,34.54,-0.9%
OOP,QhQd,桶3:中等成牌,None,37.22,40.38,+8.5%
OOP,QsQh,桶3:中等成牌,None,37.22,40.38,+8.5%
OOP,QsQd,桶3:中等成牌,None,37.37,40.38,+8.1%
OOP,QhQc,桶3:中等成牌,None,39.59,42.17,+6.5%
OOP,QdQc,桶3:中等成牌,None,39.64,42.20,+6.5%
OOP,QsQc,桶3:中等成牌,None,39.64,42.20,+6.5%
OOP,AsAd,桶1:超强成牌,None,41.42,43.13,+4.1%
OOP,AhAd,桶1:超强成牌,None,41.70,43.76,+5.0%
OOP,AsAh,桶1:超强成牌,None,41.70,43.76,+5.0%
OOP,AdAc,桶1:超强成牌,None,45.26,44.54,-1.6%
OOP,AsAc,桶1:超强成牌,None,45.26,44.54,-1.6%
OOP,AhAc,桶1:超强成牌,None,45.81,44.78,-2.2%
OOP,Kd9d,桶1:超强成牌,None,68.35,58.24,-14.8%
OOP,Ks9s,桶1:超强成牌,None,68.35,58.24,-14.8%
OOP,KdTd,桶1:超强成牌,None,69.18,58.87,-14.9%
OOP,KsTs,桶1:超强成牌,None,69.18,58.87,-14.9%
OOP,KdJd,桶1:超强成牌,None,71.47,60.42,-15.5%
OOP,KsJs,桶1:超强成牌,None,71.47,60.42,-15.5%
OOP,KdQh,桶1:超强成牌,None,74.30,64.75,-12.9%
OOP,KsQh,桶1:超强成牌,None,74.30,64.75,-12.9%
OOP,KdQd,桶1:超强成牌,None,74.31,64.77,-12.8%
OOP,KsQs,桶1:超强成牌,None,74.31,64.77,-12.8%
OOP,KsQd,桶1:超强成牌,None,74.32,64.77,-12.8%
OOP,KdQs,桶1:超强成牌,None,74.32,64.77,-12.8%
OOP,KdQc,桶1:超强成牌,None,77.10,64.48,-16.4%
OOP,KsQc,桶1:超强成牌,None,77.10,64.48,-16.4%
OOP,AhKd,桶1:超强成牌,None,78.68,70.02,-11.0%
OOP,AhKs,桶1:超强成牌,None,78.68,70.02,-11.0%
OOP,AsKd,桶1:超强成牌,None,78.95,70.12,-11.2%
OOP,AdKs,桶1:超强成牌,None,78.95,70.12,-11.2%
OOP,AdKd,桶1:超强成牌,None,79.20,70.33,-11.2%
OOP,AsKs,桶1:超强成牌,None,79.20,70.33,-11.2%
OOP,AcKd,桶1:超强成牌,None,81.68,69.60,-14.8%
OOP,AcKs,桶1:超强成牌,None,81.68,69.60,-14.8%
OOP,KsKd,桶1:超强成牌,None,116.33,88.49,-23.9%
IP,9d6d,桶7:纯空气,None,4.66,5.20,+11.6%
IP,9s6s,桶7:纯空气,None,4.66,5.20,+11.6%
IP,8d6d,桶7:纯空气,None,4.76,4.55,-4.3%
IP,8s6s,桶7:纯空气,None,4.76,4.55,-4.3%
IP,Ad6d,桶7:纯空气,None,4.86,6.70,+37.8%
IP,As6s,桶7:纯空气,None,4.86,6.70,+37.8%
IP,Td7d,桶7:纯空气,None,4.93,6.19,+25.5%
IP,Ts7s,桶7:纯空气,None,4.93,6.19,+25.5%
IP,Td8d,桶7:纯空气,None,4.96,6.20,+25.0%
IP,Ts8s,桶7:纯空气,None,4.96,6.20,+25.0%
IP,9d7d,桶7:纯空气,None,5.01,5.55,+10.7%
IP,9s7s,桶7:纯空气,None,5.01,5.55,+10.7%
IP,8d7d,桶7:纯空气,None,5.09,4.93,-3.1%
IP,8s7s,桶7:纯空气,None,5.09,4.93,-3.1%
IP,9d8d,桶7:纯空气,None,5.14,5.86,+14.0%
IP,9s8s,桶7:纯空气,None,5.14,5.86,+14.0%
IP,Ad7d,桶7:纯空气,None,5.17,6.94,+34.3%
IP,As7s,桶7:纯空气,None,5.17,6.94,+34.3%
IP,Jd8d,桶7:纯空气,None,5.18,6.11,+18.0%
IP,Js8s,桶7:纯空气,None,5.18,6.11,+18.0%
IP,Ad8d,桶7:纯空气,None,5.51,7.22,+31.1%
IP,As8s,桶7:纯空气,None,5.51,7.22,+31.1%
IP,6d4d,桶7:纯空气,None,5.55,4.06,-26.8%
IP,6s4s,桶7:纯空气,None,5.55,4.06,-26.8%
IP,Ad4d,桶7:纯空气,None,5.72,6.87,+20.1%
IP,As4s,桶7:纯空气,None,5.72,6.87,+20.1%
IP,7d6d,桶7:纯空气,None,5.78,4.90,-15.2%
IP,7s6s,桶7:纯空气,None,5.78,4.90,-15.2%
IP,Ad2d,桶7:纯空气,None,5.81,6.86,+18.1%
IP,As2s,桶7:纯空气,None,5.81,6.86,+18.1%
IP,Ad3d,桶7:纯空气,None,5.85,6.86,+17.3%
IP,As3s,桶7:纯空气,None,5.85,6.86,+17.3%
IP,Qd8d,桶7:纯空气,None,6.02,6.62,+10.0%
IP,Qs8s,桶7:纯空气,None,6.02,6.62,+10.0%
IP,Td9d,桶7:纯空气,None,6.16,6.54,+6.1%
IP,Ts9s,桶7:纯空气,None,6.16,6.54,+6.1%
IP,Jd9d,桶7:纯空气,None,6.36,6.43,+1.1%
IP,Js9s,桶7:纯空气,None,6.36,6.43,+1.1%
IP,Ad9d,桶7:纯空气,None,6.39,7.73,+21.0%
IP,As9s,桶7:纯空气,None,6.39,7.73,+21.0%
IP,9h6h,桶6:弱听牌,None,6.64,6.14,-7.5%
IP,Th7h,桶6:弱听牌,None,6.89,7.02,+1.9%
IP,Th8h,桶6:弱听牌,None,6.91,7.00,+1.3%
IP,8h6h,桶6:弱听牌,None,6.95,5.97,-14.2%
IP,9h7h,桶6:弱听牌,None,7.07,6.53,-7.7%
IP,9h8h,桶6:弱听牌,None,7.12,6.72,-5.7%
IP,AsTd,桶7:纯空气,None,7.21,8.64,+19.9%
IP,AdTs,桶7:纯空气,None,7.21,8.64,+19.9%
IP,AdTh,桶7:纯空气,None,7.24,8.73,+20.6%
IP,AsTh,桶7:纯空气,None,7.24,8.73,+20.6%
IP,Jh8h,桶6:弱听牌,None,7.27,6.92,-4.8%
IP,AdTd,桶7:纯空气,None,7.30,8.76,+19.9%
IP,AsTs,桶7:纯空气,None,7.30,8.76,+19.9%
IP,8h7h,桶6:弱听牌,None,7.34,6.32,-13.9%
IP,Qd9d,桶7:纯空气,None,7.37,6.95,-5.6%
IP,Qs9s,桶7:纯空气,None,7.37,6.95,-5.6%
IP,Ah6h,桶6:弱听牌,None,7.57,7.61,+0.6%
IP,JdTd,桶7:纯空气,None,7.58,7.09,-6.5%
IP,JsTs,桶7:纯空气,None,7.58,7.09,-6.5%
IP,AhTd,桶7:纯空气,None,7.70,8.69,+12.9%
IP,AhTs,桶7:纯空气,None,7.70,8.69,+12.9%
IP,6h4h,桶6:弱听牌,None,7.74,5.47,-29.3%
IP,7h6h,桶6:弱听牌,None,7.91,6.32,-20.1%
IP,Ah7h,桶6:弱听牌,None,7.94,7.88,-0.8%
IP,Th9h,桶6:弱听牌,None,8.09,7.40,-8.5%
IP,Ah8h,桶6:弱听牌,None,8.24,8.11,-1.5%
IP,Jh9h,桶6:弱听牌,None,8.41,7.24,-13.9%
IP,Qh8h,桶6:弱听牌,None,8.54,7.47,-12.5%
IP,AdJd,桶7:纯空气,None,8.62,10.13,+17.5%
IP,AsJd,桶7:纯空气,None,8.62,10.13,+17.5%
IP,AdJs,桶7:纯空气,None,8.62,10.13,+17.5%
IP,AsJs,桶7:纯空气,None,8.62,10.13,+17.5%
IP,AdJh,桶7:纯空气,None,8.66,10.07,+16.3%
IP,AsJh,桶7:纯空气,None,8.66,10.07,+16.3%
IP,QdTd,桶7:纯空气,None,8.84,7.67,-13.3%
IP,QsTs,桶7:纯空气,None,8.84,7.67,-13.3%
IP,Ah4h,桶6:弱听牌,None,8.88,7.59,-14.5%
IP,Ah2h,桶6:弱听牌,None,8.92,7.58,-15.1%
IP,Ah3h,桶6:弱听牌,None,8.96,7.58,-15.4%
IP,AhJd,桶7:纯空气,None,9.02,10.17,+12.8%
IP,AhJs,桶7:纯空气,None,9.02,10.17,+12.8%
IP,Ah9h,桶6:弱听牌,None,9.09,9.00,-1.0%
IP,QdJd,桶7:纯空气,None,9.23,7.61,-17.5%
IP,QsJs,桶7:纯空气,None,9.23,7.61,-17.5%
IP,5d4d,桶3:中等成牌,None,9.42,11.22,+19.1%
IP,5s4s,桶3:中等成牌,None,9.42,11.22,+19.1%
IP,AdTc,桶6:弱听牌,None,9.48,10.73,+13.1%
IP,AsTc,桶6:弱听牌,None,9.48,10.73,+13.1%
IP,5d3d,桶3:中等成牌,None,9.56,11.37,+18.9%
IP,5s3s,桶3:中等成牌,None,9.56,11.37,+18.9%
IP,Qh9h,桶6:弱听牌,None,9.74,7.88,-19.1%
IP,JhTh,桶6:弱听牌,None,9.96,7.90,-20.7%
IP,AhTc,桶6:弱听牌,None,10.01,10.76,+7.5%
IP,6d5d,桶3:中等成牌,None,10.02,12.21,+21.9%
IP,6s5s,桶3:中等成牌,None,10.02,12.21,+21.9%
IP,7d5d,桶3:中等成牌,None,10.38,12.92,+24.5%
IP,7s5s,桶3:中等成牌,None,10.38,12.92,+24.5%
IP,4s4d,桶3:中等成牌,None,10.40,8.93,-14.2%
IP,4h4d,桶3:中等成牌,None,10.41,8.94,-14.1%
IP,4s4h,桶3:中等成牌,None,10.41,8.94,-14.1%
IP,AhTh,桶6:弱听牌,None,10.41,10.73,+3.1%
IP,2h2d,桶3:中等成牌,None,10.81,8.97,-17.0%
IP,2s2h,桶3:中等成牌,None,10.81,8.97,-17.0%
IP,2s2d,桶3:中等成牌,None,10.83,8.97,-17.2%
IP,3h3d,桶3:中等成牌,None,10.84,9.05,-16.5%
IP,3s3h,桶3:中等成牌,None,10.84,9.05,-16.5%
IP,3s3d,桶3:中等成牌,None,10.88,9.05,-16.8%
IP,AdJc,桶6:弱听牌,None,10.98,13.05,+18.9%
IP,AsJc,桶6:弱听牌,None,10.98,13.05,+18.9%
IP,AhJc,桶6:弱听牌,None,11.42,13.15,+15.2%
IP,QhTh,桶6:弱听牌,None,11.48,8.66,-24.6%
IP,AdQd,桶7:纯空气,None,11.61,14.91,+28.4%
IP,AsQd,桶7:纯空气,None,11.61,14.91,+28.4%
IP,AdQs,桶7:纯空气,None,11.61,14.91,+28.4%
IP,AsQs,桶7:纯空气,None,11.61,14.91,+28.4%
IP,AdQh,桶7:纯空气,None,11.77,15.02,+27.6%
IP,AsQh,桶7:纯空气,None,11.77,15.02,+27.6%
IP,AhJh,桶6:弱听牌,None,11.78,12.57,+6.7%
IP,5h4h,桶3:中等成牌,None,11.83,13.45,+13.7%
IP,5h3h,桶3:中等成牌,None,11.96,13.62,+13.9%
IP,4d4c,桶3:中等成牌,None,11.96,9.45,-21.0%
IP,4s4c,桶3:中等成牌,None,11.96,9.45,-21.0%
IP,2h2c,桶3:中等成牌,None,11.99,9.32,-22.3%
IP,4h4c,桶3:中等成牌,None,12.01,9.47,-21.1%
IP,AhQd,桶7:纯空气,None,12.01,14.98,+24.7%
IP,AhQs,桶7:纯空气,None,12.01,14.98,+24.7%
IP,2d2c,桶3:中等成牌,None,12.06,9.32,-22.7%
IP,2s2c,桶3:中等成牌,None,12.06,9.32,-22.7%
IP,3h3c,桶3:中等成牌,None,12.06,9.40,-22.1%
IP,3d3c,桶3:中等成牌,None,12.13,9.40,-22.5%
IP,3s3c,桶3:中等成牌,None,12.13,9.40,-22.5%
IP,QhJh,桶6:弱听牌,None,12.16,8.34,-31.4%
IP,6h5h,桶3:中等成牌,None,12.41,14.36,+15.7%
IP,7h5h,桶3:中等成牌,None,12.80,15.09,+17.9%
IP,Ad5d,桶3:中等成牌,None,12.96,17.93,+38.3%
IP,As5s,桶3:中等成牌,None,12.96,17.93,+38.3%
IP,AcTh,桶6:弱听牌,None,13.78,12.01,-12.9%
IP,AcTd,桶6:弱听牌,None,14.00,12.36,-11.7%
IP,AcTs,桶6:弱听牌,None,14.00,12.36,-11.7%
IP,AcJh,桶6:弱听牌,None,14.37,13.92,-3.1%
IP,AcJd,桶6:弱听牌,None,14.49,14.18,-2.2%
IP,AcJs,桶6:弱听牌,None,14.49,14.18,-2.2%
IP,6h6d,桶3:中等成牌,None,14.92,15.88,+6.4%
IP,6s6h,桶3:中等成牌,None,14.92,15.88,+6.4%
IP,6s6d,桶3:中等成牌,None,15.04,15.88,+5.6%
IP,AdQc,桶6:弱听牌,None,15.07,18.22,+20.9%
IP,AsQc,桶6:弱听牌,None,15.07,18.22,+20.9%
IP,AhQh,桶6:弱听牌,None,15.39,17.38,+12.9%
IP,AhQc,桶6:弱听牌,None,15.47,18.30,+18.3%
IP,6d6c,桶3:中等成牌,None,16.67,17.94,+7.6%
IP,6s6c,桶3:中等成牌,None,16.67,17.94,+7.6%
IP,6h6c,桶3:中等成牌,None,16.69,17.89,+7.2%
IP,Ah5h,桶3:中等成牌,None,16.80,20.26,+20.6%
IP,AcQd,桶6:弱听牌,None,17.01,19.05,+12.0%
IP,AcQs,桶6:弱听牌,None,17.01,19.05,+12.0%
IP,AcQh,桶6:弱听牌,None,17.23,19.18,+11.3%
IP,7h7d,桶3:中等成牌,None,17.55,19.89,+13.3%
IP,7s7h,桶3:中等成牌,None,17.55,19.89,+13.3%
IP,7s7d,桶3:中等成牌,None,17.64,19.92,+12.9%
IP,7d7c,桶3:中等成牌,None,19.31,22.03,+14.1%
IP,7s7c,桶3:中等成牌,None,19.31,22.03,+14.1%
IP,7h7c,桶3:中等成牌,None,19.37,21.99,+13.5%
IP,8s8d,桶3:中等成牌,None,20.83,23.92,+14.8%
IP,8h8d,桶3:中等成牌,None,20.87,23.87,+14.4%
IP,8s8h,桶3:中等成牌,None,20.87,23.87,+14.4%
IP,8d8c,桶3:中等成牌,None,22.84,26.09,+14.3%
IP,8s8c,桶3:中等成牌,None,22.84,26.09,+14.3%
IP,8h8c,桶3:中等成牌,None,23.05,26.03,+12.9%
IP,8c6c,桶5:常规强听牌,FlushDraw,23.83,19.41,-18.5%
IP,9c6c,桶5:常规强听牌,FlushDraw,24.12,19.78,-18.0%
IP,6c4c,桶5:常规强听牌,FlushDraw,24.14,18.27,-24.3%
IP,8c7c,桶5:常规强听牌,FlushDraw,24.25,19.80,-18.3%
IP,9c7c,桶5:常规强听牌,FlushDraw,24.52,20.23,-17.5%
IP,7c6c,桶5:常规强听牌,FlushDraw,24.62,19.47,-20.9%
IP,9c8c,桶5:常规强听牌,FlushDraw,24.98,20.91,-16.3%
IP,9h9d,桶3:中等成牌,None,25.55,28.92,+13.2%
IP,9s9h,桶3:中等成牌,None,25.55,28.92,+13.2%
IP,Tc7c,桶5:常规强听牌,FlushDraw,25.78,20.72,-19.6%
IP,9s9d,桶3:中等成牌,None,26.00,29.49,+13.4%
IP,Tc8c,桶5:常规强听牌,FlushDraw,26.11,21.24,-18.7%
IP,Jc8c,桶5:常规强听牌,FlushDraw,26.55,21.68,-18.3%
IP,9h9c,桶3:中等成牌,None,27.22,30.36,+11.5%
IP,Tc9c,桶5:常规强听牌,FlushDraw,27.39,22.24,-18.8%
IP,9d9c,桶3:中等成牌,None,27.47,30.92,+12.6%
IP,9s9c,桶3:中等成牌,None,27.47,30.92,+12.6%
IP,Jc9c,桶5:常规强听牌,FlushDraw,27.76,22.57,-18.7%
IP,Qc8c,桶5:常规强听牌,FlushDraw,29.06,24.44,-15.9%
IP,Qc9c,桶5:常规强听牌,FlushDraw,30.33,25.30,-16.6%
IP,JcTc,桶5:常规强听牌,FlushDraw,30.75,24.93,-18.9%
IP,ThTd,桶3:中等成牌,None,30.78,33.86,+10.0%
IP,TsTh,桶3:中等成牌,None,30.78,33.86,+10.0%
IP,TsTd,桶3:中等成牌,None,31.33,34.31,+9.5%
IP,Ac6c,桶5:常规强听牌,FlushDraw,31.99,27.21,-14.9%
IP,Ac7c,桶5:常规强听牌,FlushDraw,32.27,27.61,-14.4%
IP,Ac8c,桶5:常规强听牌,FlushDraw,32.28,27.90,-13.6%
IP,ThTc,桶3:中等成牌,None,32.35,35.46,+9.6%
IP,QcTc,桶5:常规强听牌,FlushDraw,32.74,27.07,-17.3%
IP,TdTc,桶3:中等成牌,None,32.75,35.90,+9.6%
IP,TsTc,桶3:中等成牌,None,32.75,35.90,+9.6%
IP,Ac9c,桶5:常规强听牌,FlushDraw,33.05,28.41,-14.0%
IP,QcJc,桶5:常规强听牌,FlushDraw,33.28,27.58,-17.1%
IP,Ac2c,桶5:常规强听牌,FlushDraw,33.50,28.25,-15.7%
IP,Ac3c,桶5:常规强听牌,FlushDraw,33.51,28.25,-15.7%
IP,Ac4c,桶5:常规强听牌,FlushDraw,33.51,28.26,-15.7%
IP,AcTc,桶5:常规强听牌,FlushDraw,34.76,29.80,-14.3%
IP,JhJd,桶3:中等成牌,None,35.22,37.99,+7.9%
IP,JsJh,桶3:中等成牌,None,35.22,37.99,+7.9%
IP,AcJc,桶5:常规强听牌,FlushDraw,35.70,31.51,-11.7%
IP,JsJd,桶3:中等成牌,None,36.08,38.42,+6.5%
IP,JhJc,桶3:中等成牌,None,36.40,39.61,+8.8%
IP,JdJc,桶3:中等成牌,None,37.14,40.02,+7.7%
IP,JsJc,桶3:中等成牌,None,37.14,40.02,+7.7%
IP,AcQc,桶5:常规强听牌,FlushDraw,38.70,36.12,-6.7%
IP,QhQd,桶3:中等成牌,None,44.27,45.01,+1.7%
IP,QsQh,桶3:中等成牌,None,44.27,45.01,+1.7%
IP,QsQd,桶3:中等成牌,None,44.52,44.97,+1.0%
IP,QhQc,桶3:中等成牌,None,46.21,47.39,+2.6%
IP,QdQc,桶3:中等成牌,None,46.40,47.35,+2.0%
IP,QsQc,桶3:中等成牌,None,46.40,47.35,+2.0%
IP,Kd7d,桶1:超强成牌,None,76.80,65.83,-14.3%
IP,Ks7s,桶1:超强成牌,None,76.80,65.83,-14.3%
IP,Kd6d,桶1:超强成牌,None,76.89,66.07,-14.1%
IP,Ks6s,桶1:超强成牌,None,76.89,66.07,-14.1%
IP,Kd8d,桶1:超强成牌,None,76.92,65.79,-14.5%
IP,Ks8s,桶1:超强成牌,None,76.92,65.79,-14.5%
IP,Kd9d,桶1:超强成牌,None,77.56,66.18,-14.7%
IP,Ks9s,桶1:超强成牌,None,77.56,66.18,-14.7%
